,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,38.59
1,4132.9,FeI,2.84,55.68
2,4147.67,FeI,1.48,62.71
3,4184.89,FeI,2.83,54.96
4,4222.21,FeI,2.45,77.99
5,4238.81,FeI,3.4,62.83
6,4447.72,FeI,2.22,73.07
7,4461.65,FeI,0.09,75.63
8,4489.74,FeI,0.12,48.52
9,4494.56,FeI,2.2,80.76
10,4602.0,FeI,1.61,19.42
11,4602.94,FeI,1.48,65.59
12,4647.43,FeI,2.95,34.76
13,4871.32,FeI,2.87,92.37
14,4890.76,FeI,2.88,90.96
15,4891.49,FeI,2.85,109.76
16,4903.31,FeI,2.88,66.51
17,4918.99,FeI,2.87,98.31
18,4924.77,FeI,2.28,32.51
19,4938.81,FeI,2.88,53.61
20,4939.69,FeI,0.86,48.51
21,4966.09,FeI,3.33,46.58
22,4994.13,FeI,0.92,54.15
23,5014.94,FeI,3.94,42.65
24,5044.21,FeI,2.85,15.22
25,5049.82,FeI,2.28,70.33
26,5051.64,FeI,0.92,67.3
27,5083.34,FeI,0.96,60.91
28,5127.36,FeI,0.92,48.77
29,5150.84,FeI,0.99,51.29
30,5151.91,FeI,1.01,40.43
31,5166.28,FeI,0.0,51.37
32,5191.45,FeI,3.04,74.35
33,5198.71,FeI,2.22,37.2
34,5202.34,FeI,2.18,65.12
35,5216.27,FeI,1.61,65.86
36,5225.53,FeI,0.11,20.87
37,5253.46,FeI,3.28,14.61
38,5263.31,FeI,3.27,45.92
39,5281.79,FeI,3.04,61.06
40,5302.3,FeI,3.28,56.48
41,5307.36,FeI,1.61,27.95
42,5501.47,FeI,0.96,57.87
43,5506.78,FeI,0.99,68.65
44,5569.62,FeI,3.42,61.35
45,5572.84,FeI,3.4,76.78
46,5624.54,FeI,3.42,46.94
47,5686.53,FeI,4.55,9.67
48,5701.55,FeI,2.56,20.99
49,6136.61,FeI,2.45,63.21
50,6137.69,FeI,2.59,60.3
51,6191.56,FeI,2.43,60.87
52,6219.28,FeI,2.2,29.21
53,6230.72,FeI,2.56,69.06
54,6252.56,FeI,2.4,56.65
55,6265.13,FeI,2.18,26.43
56,6322.69,FeI,2.59,15.36
57,6335.33,FeI,2.2,39.02
58,6393.6,FeI,2.43,62.79
59,6411.65,FeI,3.65,43.52
60,6421.35,FeI,2.28,45.19
61,6430.85,FeI,2.18,52.96
62,6494.98,FeI,2.4,75.38
63,6593.87,FeI,2.43,20.94
64,6677.99,FeI,2.69,57.52
65,4491.405,FeII,2.86,21.77
66,4508.288,FeII,2.86,37.92
67,4520.224,FeII,2.81,27.09
68,4541.524,FeII,2.86,15.66
69,4576.34,FeII,2.84,15.71
70,4582.835,FeII,2.84,8.27
71,4923.927,FeII,2.89,80.3
72,5197.577,FeII,3.23,26.49
73,5234.625,FeII,3.22,32.17
