,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,62.4
1,4147.67,FeI,1.48,88.99
2,4430.61,FeI,2.22,76.59
3,4447.72,FeI,2.22,97.32
4,4494.56,FeI,2.2,102.97
5,4602.0,FeI,1.61,48.21
6,4602.94,FeI,1.48,93.22
7,4647.43,FeI,2.95,60.68
8,4788.76,FeI,3.24,27.21
9,4871.32,FeI,2.87,103.41
10,4890.76,FeI,2.88,106.58
11,4891.49,FeI,2.85,117.54
12,4903.31,FeI,2.88,85.56
13,4918.99,FeI,2.87,107.89
14,4924.77,FeI,2.28,61.13
15,4938.81,FeI,2.88,73.7
16,4939.69,FeI,0.86,82.55
17,4966.09,FeI,3.33,66.9
18,4994.13,FeI,0.92,89.29
19,5014.94,FeI,3.94,56.31
20,5044.21,FeI,2.85,34.43
21,5049.82,FeI,2.28,95.25
22,5051.64,FeI,0.92,103.46
23,5068.77,FeI,2.94,73.37
24,5083.34,FeI,0.96,93.6
25,5127.36,FeI,0.92,80.89
26,5150.84,FeI,0.99,87.95
27,5166.28,FeI,0.0,92.55
28,5171.6,FeI,1.48,112.43
29,5187.91,FeI,4.14,9.97
30,5198.71,FeI,2.22,68.37
31,5202.34,FeI,2.18,96.2
32,5216.27,FeI,1.61,93.79
33,5217.39,FeI,3.21,61.02
34,5225.53,FeI,0.11,62.12
35,5232.94,FeI,2.94,117.19
36,5253.46,FeI,3.28,31.46
37,5263.31,FeI,3.27,63.44
38,5266.56,FeI,3.0,102.42
39,5281.79,FeI,3.04,79.78
40,5302.3,FeI,3.28,69.45
41,5307.36,FeI,1.61,62.32
42,5322.04,FeI,2.28,25.77
43,5324.18,FeI,3.21,102.76
44,5501.47,FeI,0.96,95.41
45,5506.78,FeI,0.99,102.37
46,5569.62,FeI,3.42,75.44
47,5586.76,FeI,3.37,96.81
48,5618.63,FeI,4.21,9.47
49,5624.54,FeI,3.42,63.5
50,5662.52,FeI,4.18,37.17
51,5701.55,FeI,2.56,46.67
52,5753.12,FeI,4.26,26.0
53,5775.08,FeI,4.22,12.51
54,5816.37,FeI,4.55,13.52
55,6082.71,FeI,2.22,9.07
56,6137.69,FeI,2.59,85.74
57,6151.62,FeI,2.18,18.42
58,6165.36,FeI,4.14,6.8
59,6173.34,FeI,2.22,34.39
60,6200.31,FeI,2.61,33.6
61,6219.28,FeI,2.2,58.42
62,6230.72,FeI,2.56,95.04
63,6246.32,FeI,3.6,55.69
64,6252.56,FeI,2.4,84.96
65,6265.13,FeI,2.18,55.1
66,6322.69,FeI,2.59,36.01
67,6335.33,FeI,2.2,70.25
68,6344.15,FeI,2.43,21.98
69,6355.03,FeI,2.84,25.36
70,6358.7,FeI,0.86,41.77
71,6393.6,FeI,2.43,88.42
72,6411.65,FeI,3.65,63.74
73,6421.35,FeI,2.28,77.04
74,6430.85,FeI,2.18,82.31
75,6481.87,FeI,2.28,27.89
76,6494.98,FeI,2.4,100.34
77,6498.94,FeI,0.96,22.6
78,6592.91,FeI,2.73,71.81
79,6593.87,FeI,2.43,48.45
80,6609.11,FeI,2.56,26.54
81,6677.99,FeI,2.69,83.41
82,6750.15,FeI,2.42,39.03
83,4491.405,FeII,2.86,52.79
84,4508.288,FeII,2.86,68.86
85,4520.224,FeII,2.81,59.92
86,4541.524,FeII,2.86,39.67
87,4576.34,FeII,2.84,44.74
88,4582.835,FeII,2.84,31.97
89,4923.927,FeII,2.89,111.41
90,4993.358,FeII,2.81,16.23
91,5197.577,FeII,3.23,57.39
92,5234.625,FeII,3.22,61.84
93,5325.553,FeII,3.22,17.61
94,5534.847,FeII,3.25,33.73
95,6084.111,FeII,3.2,6.91
96,6149.258,FeII,3.89,13.1
97,6238.392,FeII,3.89,15.47
98,6247.557,FeII,3.89,25.43
99,6416.919,FeII,3.89,12.27
100,6432.68,FeII,2.89,19.47
101,6516.08,FeII,2.89,28.56
