,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,42.84
1,4147.67,FeI,1.48,67.91
2,4184.89,FeI,2.83,50.78
3,4447.72,FeI,2.22,81.08
4,4489.74,FeI,0.12,60.94
5,4602.0,FeI,1.61,22.75
6,4602.94,FeI,1.48,73.33
7,4647.43,FeI,2.95,37.05
8,4788.76,FeI,3.24,10.35
9,4903.31,FeI,2.88,71.97
10,4924.77,FeI,2.28,34.49
11,4938.81,FeI,2.88,58.79
12,4939.69,FeI,0.86,57.45
13,4994.13,FeI,0.92,65.59
14,5014.94,FeI,3.94,42.01
15,5044.21,FeI,2.85,14.74
16,5051.64,FeI,0.92,80.34
17,5068.77,FeI,2.94,56.87
18,5083.34,FeI,0.96,68.77
19,5127.36,FeI,0.92,57.04
20,5150.84,FeI,0.99,60.34
21,5194.94,FeI,1.56,79.56
22,5198.71,FeI,2.22,43.86
23,5202.34,FeI,2.18,67.84
24,5216.27,FeI,1.61,72.99
25,5217.39,FeI,3.21,38.17
26,5225.53,FeI,0.11,31.09
27,5247.05,FeI,0.09,24.78
28,5263.31,FeI,3.27,48.23
29,5281.79,FeI,3.04,66.28
30,5307.36,FeI,1.61,33.21
31,5322.04,FeI,2.28,8.74
32,5332.9,FeI,1.56,42.51
33,5662.52,FeI,4.18,18.98
34,5686.53,FeI,4.55,7.61
35,5701.55,FeI,2.56,22.05
36,5753.12,FeI,4.26,11.81
37,5775.08,FeI,4.22,4.76
38,5816.37,FeI,4.55,6.57
39,6027.05,FeI,4.08,8.51
40,6136.61,FeI,2.45,73.23
41,6137.69,FeI,2.59,69.4
42,6151.62,FeI,2.18,6.09
43,6173.34,FeI,2.22,14.68
44,6200.31,FeI,2.61,13.78
45,6219.28,FeI,2.2,32.86
46,6230.72,FeI,2.56,80.58
47,6246.32,FeI,3.6,36.56
48,6265.13,FeI,2.18,29.89
49,6297.79,FeI,2.22,18.8
50,6301.5,FeI,3.65,37.52
51,6322.69,FeI,2.59,13.54
52,6335.33,FeI,2.2,44.5
53,6344.15,FeI,2.43,8.82
54,6358.7,FeI,0.86,16.29
55,6393.6,FeI,2.43,71.75
56,6411.65,FeI,3.65,45.15
57,6421.35,FeI,2.28,53.29
58,6430.85,FeI,2.18,60.38
59,6481.87,FeI,2.28,11.03
60,6494.98,FeI,2.4,95.2
61,6498.94,FeI,0.96,7.66
62,6592.91,FeI,2.73,52.14
63,6609.11,FeI,2.56,10.81
64,6677.99,FeI,2.69,65.76
65,6750.15,FeI,2.42,16.97
66,4178.862,FeII,2.58,19.11
67,4491.405,FeII,2.86,8.96
68,4508.288,FeII,2.86,18.79
69,4520.224,FeII,2.81,13.45
70,4923.927,FeII,2.89,60.43
71,5197.577,FeII,3.23,11.63
72,5234.625,FeII,3.22,14.86
