,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,35.59
1,4132.9,FeI,2.84,48.77
2,4147.67,FeI,1.48,56.68
3,4157.78,FeI,3.42,49.64
4,4184.89,FeI,2.83,52.31
5,4187.04,FeI,2.45,84.36
6,4202.03,FeI,1.48,107.43
7,4216.18,FeI,0.0,66.18
8,4217.55,FeI,3.43,46.16
9,4222.21,FeI,2.45,66.71
10,4238.81,FeI,3.4,59.89
11,4250.12,FeI,2.47,88.83
12,4375.93,FeI,0.0,77.77
13,4388.41,FeI,3.6,34.21
14,4430.61,FeI,2.22,46.51
15,4447.72,FeI,2.22,63.76
16,4461.65,FeI,0.09,68.22
17,4489.74,FeI,0.12,33.51
18,4494.56,FeI,2.2,70.47
19,4602.0,FeI,1.61,11.23
20,4602.94,FeI,1.48,55.92
21,4647.43,FeI,2.95,30.57
22,4788.76,FeI,3.24,9.47
23,4871.32,FeI,2.87,75.29
24,4872.14,FeI,2.88,65.01
25,4890.76,FeI,2.88,76.93
26,4891.49,FeI,2.85,89.88
27,4903.31,FeI,2.88,56.19
28,4918.99,FeI,2.87,81.71
29,4924.77,FeI,2.28,22.74
30,4938.81,FeI,2.88,45.62
31,4939.69,FeI,0.86,31.74
32,4966.09,FeI,3.33,39.03
33,4994.13,FeI,0.92,41.89
34,5014.94,FeI,3.94,37.59
35,5049.82,FeI,2.28,59.54
36,5051.64,FeI,0.92,58.54
37,5068.77,FeI,2.94,43.97
38,5079.74,FeI,0.99,32.17
39,5083.34,FeI,0.96,45.93
40,5127.36,FeI,0.92,32.54
41,5150.84,FeI,0.99,36.58
42,5151.91,FeI,1.01,26.23
43,5166.28,FeI,0.0,33.04
44,5171.6,FeI,1.48,75.68
45,5191.45,FeI,3.04,63.47
46,5192.34,FeI,3.0,67.12
47,5194.94,FeI,1.56,61.92
48,5202.34,FeI,2.18,50.91
49,5216.27,FeI,1.61,53.99
50,5217.39,FeI,3.21,30.98
51,5232.94,FeI,2.94,89.84
52,5253.46,FeI,3.28,10.89
53,5263.31,FeI,3.27,36.78
54,5266.56,FeI,3.0,72.51
55,5281.79,FeI,3.04,50.54
56,5283.62,FeI,3.24,58.99
57,5302.3,FeI,3.28,43.38
58,5307.36,FeI,1.61,17.3
59,5324.18,FeI,3.21,75.9
60,5332.9,FeI,1.56,22.62
61,5339.93,FeI,3.27,48.38
62,5364.87,FeI,4.45,39.38
63,5367.47,FeI,4.42,45.87
64,5369.96,FeI,4.37,49.78
65,5371.49,FeI,0.96,104.99
66,5383.37,FeI,4.31,57.91
67,5397.13,FeI,0.92,92.64
68,5405.77,FeI,0.99,92.32
69,5410.91,FeI,4.47,40.78
70,5415.2,FeI,4.39,54.72
71,5429.7,FeI,0.96,97.41
72,5434.52,FeI,1.01,82.86
73,5569.62,FeI,3.42,47.8
74,5572.84,FeI,3.4,58.62
75,5586.76,FeI,3.37,70.94
76,5624.54,FeI,3.42,37.69
77,5662.52,FeI,4.18,19.9
78,5686.53,FeI,4.55,10.29
79,5701.55,FeI,2.56,13.67
80,5753.12,FeI,4.26,11.57
81,6065.48,FeI,2.61,39.64
82,6191.56,FeI,2.43,50.57
83,6200.31,FeI,2.61,9.05
84,6219.28,FeI,2.2,18.05
85,6230.72,FeI,2.56,57.71
86,6246.32,FeI,3.6,28.53
87,6252.56,FeI,2.4,44.54
88,6265.13,FeI,2.18,17.62
89,6335.33,FeI,2.2,25.59
90,6393.6,FeI,2.43,49.56
91,6400.0,FeI,3.6,49.72
92,6411.65,FeI,3.65,35.83
93,6421.35,FeI,2.28,35.32
94,6430.85,FeI,2.18,40.94
95,6494.98,FeI,2.4,63.27
96,6592.91,FeI,2.73,34.71
97,6677.99,FeI,2.69,46.1
98,4178.862,FeII,2.58,56.6
99,4491.405,FeII,2.86,35.32
100,4508.288,FeII,2.86,54.51
101,4520.224,FeII,2.81,45.3
102,4541.524,FeII,2.86,26.01
103,4576.34,FeII,2.84,27.24
104,4923.927,FeII,2.89,98.88
105,5234.625,FeII,3.22,49.28
106,5264.812,FeII,3.23,11.04
107,5325.553,FeII,3.22,10.59
108,5425.257,FeII,3.2,9.46
109,5534.847,FeII,3.25,20.3
110,6516.08,FeII,2.89,18.81
