,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,6.43
1,4132.9,FeI,2.84,12.45
2,4134.68,FeI,2.83,24.24
3,4147.67,FeI,1.48,15.89
4,4157.78,FeI,3.42,13.29
5,4184.89,FeI,2.83,14.98
6,4187.04,FeI,2.45,42.28
7,4202.03,FeI,1.48,74.56
8,4216.18,FeI,0.0,20.6
9,4217.55,FeI,3.43,11.83
10,4222.21,FeI,2.45,24.46
11,4238.81,FeI,3.4,19.72
12,4250.12,FeI,2.47,48.71
13,4260.47,FeI,2.4,70.94
14,4271.15,FeI,2.45,51.39
15,4282.4,FeI,2.18,40.79
16,4375.93,FeI,0.0,35.75
17,4388.41,FeI,3.6,6.79
18,4415.12,FeI,1.61,74.71
19,4427.31,FeI,0.05,34.34
20,4430.61,FeI,2.22,9.92
21,4447.72,FeI,2.22,19.99
22,4461.65,FeI,0.09,23.29
23,4489.74,FeI,0.12,5.48
24,4494.56,FeI,2.2,28.2
25,4602.94,FeI,1.48,14.18
26,4647.43,FeI,2.95,5.17
27,4871.32,FeI,2.87,31.28
28,4872.14,FeI,2.88,22.94
29,4890.76,FeI,2.88,31.98
30,4891.49,FeI,2.85,45.29
31,4903.31,FeI,2.88,13.64
32,4918.99,FeI,2.87,35.07
33,4924.77,FeI,2.28,3.4
34,4938.81,FeI,2.88,10.3
35,4966.09,FeI,3.33,8.26
36,4994.13,FeI,0.92,7.55
37,5006.12,FeI,2.83,23.97
38,5014.94,FeI,3.94,8.72
39,5049.82,FeI,2.28,17.49
40,5051.64,FeI,0.92,13.49
41,5068.77,FeI,2.94,9.18
42,5079.74,FeI,0.99,4.66
43,5083.34,FeI,0.96,9.31
44,5127.36,FeI,0.92,4.86
45,5150.84,FeI,0.99,5.73
46,5151.91,FeI,1.01,3.56
47,5166.28,FeI,0.0,4.98
48,5171.6,FeI,1.48,30.53
49,5191.45,FeI,3.04,19.82
50,5192.34,FeI,3.0,25.64
51,5216.27,FeI,1.61,13.83
52,5217.39,FeI,3.21,5.32
53,5232.94,FeI,2.94,44.05
54,5263.31,FeI,3.27,6.89
55,5266.56,FeI,3.0,27.44
56,5281.79,FeI,3.04,11.55
57,5283.62,FeI,3.24,17.01
58,5302.3,FeI,3.28,9.56
59,5324.18,FeI,3.21,31.21
60,5569.62,FeI,3.42,11.61
61,5572.84,FeI,3.4,18.32
62,5586.76,FeI,3.37,25.4
63,5615.64,FeI,3.33,31.78
64,5624.54,FeI,3.42,6.95
65,5662.52,FeI,4.18,2.98
66,6065.48,FeI,2.61,8.05
67,6191.56,FeI,2.43,12.0
68,6230.72,FeI,2.56,15.27
69,6246.32,FeI,3.6,4.63
70,6252.56,FeI,2.4,8.78
71,6301.5,FeI,3.65,4.7
72,6335.33,FeI,2.2,5.1
73,6400.0,FeI,3.6,12.25
74,6411.65,FeI,3.65,5.94
75,6421.35,FeI,2.28,5.17
76,6430.85,FeI,2.18,6.92
77,6494.98,FeI,2.4,18.96
78,6592.91,FeI,2.73,5.72
79,6677.99,FeI,2.69,9.09
80,4178.862,FeII,2.58,19.43
81,4491.405,FeII,2.86,8.55
82,4508.288,FeII,2.86,18.53
83,4520.224,FeII,2.81,13.28
84,4541.524,FeII,2.86,5.12
85,4576.34,FeII,2.84,5.44
86,4582.835,FeII,2.84,3.35
87,4923.927,FeII,2.89,62.19
88,5234.625,FeII,3.22,15.53
89,5276.002,FeII,3.2,19.12
90,5325.553,FeII,3.22,1.77
91,5534.847,FeII,3.25,4.12
