,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,26.04
1,4132.9,FeI,2.84,40.79
2,4147.67,FeI,1.48,59.28
3,4184.89,FeI,2.83,44.18
4,4187.04,FeI,2.45,76.51
5,4216.18,FeI,0.0,75.65
6,4222.21,FeI,2.45,62.38
7,4238.81,FeI,3.4,45.74
8,4388.41,FeI,3.6,20.09
9,4430.61,FeI,2.22,42.0
10,4447.72,FeI,2.22,59.5
11,4461.65,FeI,0.09,79.02
12,4489.74,FeI,0.12,49.27
13,4494.56,FeI,2.2,69.09
14,4602.0,FeI,1.61,12.28
15,4602.94,FeI,1.48,58.55
16,4647.43,FeI,2.95,22.71
17,4871.32,FeI,2.87,70.8
18,4872.14,FeI,2.88,61.24
19,4890.76,FeI,2.88,68.4
20,4891.49,FeI,2.85,81.46
21,4903.31,FeI,2.88,44.98
22,4918.99,FeI,2.87,72.04
23,4924.77,FeI,2.28,20.77
24,4938.81,FeI,2.88,36.02
25,4939.69,FeI,0.86,41.67
26,4966.09,FeI,3.33,28.83
27,4994.13,FeI,0.92,50.91
28,5006.12,FeI,2.83,60.01
29,5014.94,FeI,3.94,23.65
30,5044.21,FeI,2.85,7.44
31,5049.82,FeI,2.28,57.71
32,5051.64,FeI,0.92,65.97
33,5068.77,FeI,2.94,35.51
34,5079.74,FeI,0.99,38.86
35,5083.34,FeI,0.96,55.02
36,5127.36,FeI,0.92,40.95
37,5150.84,FeI,0.99,43.77
38,5151.91,FeI,1.01,33.47
39,5166.28,FeI,0.0,50.18
40,5171.6,FeI,1.48,79.25
41,5191.45,FeI,3.04,52.72
42,5192.34,FeI,3.0,60.42
43,5194.94,FeI,1.56,62.78
44,5216.27,FeI,1.61,57.71
45,5217.39,FeI,3.21,21.66
46,5225.53,FeI,0.11,17.11
47,5232.94,FeI,2.94,81.19
48,5247.05,FeI,0.09,13.65
49,5250.21,FeI,0.12,11.88
50,5253.46,FeI,3.28,6.83
51,5263.31,FeI,3.27,25.69
52,5266.56,FeI,3.0,64.31
53,5281.79,FeI,3.04,40.93
54,5283.62,FeI,3.24,47.53
55,5302.3,FeI,3.28,32.08
56,5307.36,FeI,1.61,19.33
57,5324.18,FeI,3.21,65.32
58,5332.9,FeI,1.56,25.26
59,5339.93,FeI,3.27,37.68
60,5364.87,FeI,4.45,22.75
61,5367.47,FeI,4.42,27.73
62,5369.96,FeI,4.37,32.06
63,5371.49,FeI,0.96,110.91
64,5383.37,FeI,4.31,38.63
65,5397.13,FeI,0.92,100.77
66,5405.77,FeI,0.99,101.14
67,5410.91,FeI,4.47,22.52
68,5415.2,FeI,4.39,35.94
69,5429.7,FeI,0.96,103.55
70,5569.62,FeI,3.42,35.62
71,5572.84,FeI,3.4,47.56
72,5586.76,FeI,3.37,58.48
73,5615.64,FeI,3.33,63.71
74,5615.64,FeI,3.33,64.06
75,5624.54,FeI,3.42,25.57
76,5662.52,FeI,4.18,8.9
77,5701.55,FeI,2.56,10.96
78,5753.12,FeI,4.26,5.4
79,6065.48,FeI,2.61,35.83
80,6191.56,FeI,2.43,48.46
81,6200.31,FeI,2.61,7.14
82,6219.28,FeI,2.2,18.5
83,6230.72,FeI,2.56,53.59
84,6246.32,FeI,3.6,18.44
85,6252.56,FeI,2.4,40.81
86,6265.13,FeI,2.18,15.95
87,6322.69,FeI,2.59,6.83
88,6335.33,FeI,2.2,25.7
89,6393.6,FeI,2.43,45.16
90,6411.65,FeI,3.65,22.46
91,6421.35,FeI,2.28,32.45
92,6430.85,FeI,2.18,39.2
93,6592.91,FeI,2.73,30.92
94,6593.87,FeI,2.43,11.14
95,6677.99,FeI,2.69,40.39
96,4178.862,FeII,2.58,38.99
97,4491.405,FeII,2.86,20.89
98,4508.288,FeII,2.86,36.34
99,4520.224,FeII,2.81,28.38
100,4541.524,FeII,2.86,13.46
101,4576.34,FeII,2.84,13.72
102,4582.835,FeII,2.84,9.5
103,4923.927,FeII,2.89,79.27
104,5234.625,FeII,3.22,29.95
105,5534.847,FeII,3.25,10.71
106,6247.557,FeII,3.89,5.89
