,obs_wavelength,element,obs_ep,obs_ew
0,4132.9,FeI,2.84,21.79
1,4147.67,FeI,1.48,30.84
2,4157.78,FeI,3.42,20.72
3,4187.04,FeI,2.45,61.18
4,4187.8,FeI,2.42,60.73
5,4202.03,FeI,1.48,89.25
6,4216.18,FeI,0.0,44.61
7,4217.55,FeI,3.43,19.11
8,4238.81,FeI,3.4,25.8
9,4250.12,FeI,2.47,65.59
10,4260.47,FeI,2.4,95.97
11,4282.4,FeI,2.18,56.72
12,4375.93,FeI,0.0,63.02
13,4427.31,FeI,0.05,62.0
14,4430.61,FeI,2.22,19.41
15,4447.72,FeI,2.22,33.96
16,4461.65,FeI,0.09,51.3
17,4489.74,FeI,0.12,15.67
18,4494.56,FeI,2.2,45.5
19,4602.94,FeI,1.48,28.83
20,4871.32,FeI,2.87,50.52
21,4872.14,FeI,2.88,38.94
22,4890.76,FeI,2.88,49.1
23,4891.49,FeI,2.85,64.73
24,4903.31,FeI,2.88,24.97
25,4918.99,FeI,2.87,53.73
26,4924.77,FeI,2.28,7.15
27,4938.81,FeI,2.88,17.49
28,4939.69,FeI,0.86,14.49
29,4966.09,FeI,3.33,13.6
30,4994.13,FeI,0.92,21.18
31,5006.12,FeI,2.83,39.53
32,5014.94,FeI,3.94,12.77
33,5049.82,FeI,2.28,30.88
34,5051.64,FeI,0.92,33.57
35,5068.77,FeI,2.94,16.48
36,5083.34,FeI,0.96,23.67
37,5127.36,FeI,0.92,14.57
38,5150.84,FeI,0.99,14.95
39,5151.91,FeI,1.01,10.37
40,5166.28,FeI,0.0,17.17
41,5171.6,FeI,1.48,52.16
42,5191.45,FeI,3.04,32.32
43,5192.34,FeI,3.0,40.9
44,5194.94,FeI,1.56,33.66
45,5198.71,FeI,2.22,9.72
46,5202.34,FeI,2.18,20.07
47,5216.27,FeI,1.61,28.18
48,5217.39,FeI,3.21,8.32
49,5225.53,FeI,0.11,4.12
50,5232.94,FeI,2.94,64.62
51,5263.31,FeI,3.27,12.18
52,5266.56,FeI,3.0,44.33
53,5281.79,FeI,3.04,21.53
54,5283.62,FeI,3.24,28.29
55,5302.3,FeI,3.28,15.26
56,5324.18,FeI,3.21,48.37
57,5501.47,FeI,0.96,21.44
58,5506.78,FeI,0.99,31.5
59,5569.62,FeI,3.42,20.21
60,5572.84,FeI,3.4,31.14
61,5586.76,FeI,3.37,41.97
62,5615.64,FeI,3.33,49.72
63,5624.54,FeI,3.42,12.31
64,6136.61,FeI,2.45,26.95
65,6137.69,FeI,2.59,22.21
66,6191.56,FeI,2.43,26.39
67,6230.72,FeI,2.56,28.35
68,6246.32,FeI,3.6,9.89
69,6252.56,FeI,2.4,19.77
70,6301.5,FeI,3.65,9.45
71,6393.6,FeI,2.43,22.08
72,6400.0,FeI,3.6,22.13
73,6421.35,FeI,2.28,11.87
74,6430.85,FeI,2.18,16.26
75,6494.98,FeI,2.4,38.06
76,6677.99,FeI,2.69,18.9
77,4178.862,FeII,2.58,13.88
78,4508.288,FeII,2.86,12.94
79,4520.224,FeII,2.81,9.32
80,4923.927,FeII,2.89,51.81
81,5197.577,FeII,3.23,9.0
82,5234.625,FeII,3.22,9.9
83,5276.002,FeII,3.2,13.55
