,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,54.93
1,4147.67,FeI,1.48,71.7
2,4184.89,FeI,2.83,68.05
3,4447.72,FeI,2.22,86.39
4,4494.56,FeI,2.2,93.8
5,4602.0,FeI,1.61,29.8
6,4602.94,FeI,1.48,75.1
7,4788.76,FeI,3.24,21.89
8,4800.65,FeI,4.14,13.49
9,4924.77,FeI,2.28,46.72
10,4966.09,FeI,3.33,63.62
11,4994.13,FeI,0.92,66.45
12,5014.94,FeI,3.94,60.02
13,5049.82,FeI,2.28,84.1
14,5051.64,FeI,0.92,79.27
15,5068.77,FeI,2.94,68.52
16,5083.34,FeI,0.96,72.01
17,5127.36,FeI,0.92,58.21
18,5150.84,FeI,0.99,57.56
19,5187.91,FeI,4.14,11.27
20,5198.71,FeI,2.22,53.53
21,5202.34,FeI,2.18,84.98
22,5216.27,FeI,1.61,74.63
23,5217.39,FeI,3.21,56.9
24,5225.53,FeI,0.11,30.44
25,5247.05,FeI,0.09,22.79
26,5263.31,FeI,3.27,62.04
27,5281.79,FeI,3.04,76.72
28,5302.3,FeI,3.28,70.07
29,5307.36,FeI,1.61,41.33
30,5321.11,FeI,4.43,6.35
31,5322.04,FeI,2.28,16.26
32,5501.47,FeI,0.96,70.54
33,5506.78,FeI,0.99,78.17
34,5569.62,FeI,3.42,79.49
35,5618.63,FeI,4.21,10.39
36,5624.54,FeI,3.42,65.35
37,5662.52,FeI,4.18,38.9
38,5701.55,FeI,2.56,34.03
39,5753.12,FeI,4.26,27.53
40,5775.08,FeI,4.22,13.51
41,5816.37,FeI,4.55,18.39
42,6027.05,FeI,4.08,19.28
43,6136.61,FeI,2.45,77.63
44,6137.69,FeI,2.59,75.26
45,6151.62,FeI,2.18,9.99
46,6165.36,FeI,4.14,7.53
47,6173.34,FeI,2.22,22.42
48,6191.56,FeI,2.43,74.96
49,6200.31,FeI,2.61,24.54
50,6219.28,FeI,2.2,43.56
51,6230.72,FeI,2.56,83.57
52,6246.32,FeI,3.6,55.5
53,6252.56,FeI,2.4,70.53
54,6265.13,FeI,2.18,39.57
55,6297.79,FeI,2.22,28.17
56,6301.5,FeI,3.65,58.12
57,6335.33,FeI,2.2,53.1
58,6344.15,FeI,2.43,14.26
59,6355.03,FeI,2.84,19.74
60,6358.7,FeI,0.86,22.79
61,6393.6,FeI,2.43,76.72
62,6411.65,FeI,3.65,65.94
63,6421.35,FeI,2.28,62.01
64,6430.85,FeI,2.18,66.42
65,6481.87,FeI,2.28,17.3
66,6494.98,FeI,2.4,90.94
67,6592.91,FeI,2.73,61.8
68,6593.87,FeI,2.43,33.38
69,6609.11,FeI,2.56,16.89
70,6677.99,FeI,2.69,72.29
71,6750.15,FeI,2.42,27.37
72,4491.405,FeII,2.86,34.77
73,4508.288,FeII,2.86,51.61
74,4520.224,FeII,2.81,44.23
75,4541.524,FeII,2.86,26.4
76,4576.34,FeII,2.84,26.95
77,4582.835,FeII,2.84,18.8
78,4923.927,FeII,2.89,94.27
79,4993.358,FeII,2.81,9.59
80,5197.577,FeII,3.23,43.27
81,5234.625,FeII,3.22,47.22
82,5264.812,FeII,3.23,13.19
83,5325.553,FeII,3.22,10.91
84,5534.847,FeII,3.25,21.74
85,6149.258,FeII,3.89,8.51
86,6238.392,FeII,3.89,10.33
87,6247.557,FeII,3.89,17.7
88,6416.919,FeII,3.89,9.76
89,6432.68,FeII,2.89,10.69
90,6516.08,FeII,2.89,16.98
