,obs_wavelength,element,obs_ep,obs_ew
0,4602.0,FeI,1.61,52.22
1,4788.76,FeI,3.24,40.02
2,4924.77,FeI,2.28,67.49
3,4962.57,FeI,4.18,26.4
4,5044.21,FeI,2.85,52.55
5,5225.53,FeI,0.11,56.91
6,5253.46,FeI,3.28,50.38
7,5253.46,FeI,3.28,50.4
8,5307.36,FeI,1.61,66.14
9,5321.11,FeI,4.43,18.64
10,5322.04,FeI,2.28,37.74
11,5618.63,FeI,4.21,23.06
12,5701.55,FeI,2.56,59.67
13,5753.12,FeI,4.26,47.21
14,5775.08,FeI,4.22,30.09
15,6151.62,FeI,2.18,29.08
16,6165.36,FeI,4.14,20.25
17,6173.34,FeI,2.22,46.14
18,6200.31,FeI,2.61,49.84
19,6219.28,FeI,2.2,69.15
20,6252.56,FeI,2.4,96.04
21,6265.13,FeI,2.18,65.46
22,6322.69,FeI,2.59,51.45
23,6335.33,FeI,2.2,79.18
24,6344.15,FeI,2.43,34.35
25,6358.7,FeI,0.86,52.57
26,6393.6,FeI,2.43,102.46
27,6411.65,FeI,3.65,94.22
28,6421.35,FeI,2.28,87.56
29,6430.85,FeI,2.18,90.77
30,6481.87,FeI,2.28,41.21
31,6498.94,FeI,0.96,26.89
32,6593.87,FeI,2.43,61.19
33,6750.15,FeI,2.42,51.27
34,4508.288,FeII,2.86,56.36
35,4923.927,FeII,2.89,100.68
36,5234.625,FeII,3.22,53.55
37,6084.111,FeII,3.2,4.92
38,6149.258,FeII,3.89,12.27
39,6238.392,FeII,3.89,16.47
40,6247.557,FeII,3.89,23.11
41,6416.919,FeII,3.89,14.91
42,6432.68,FeII,2.89,16.66
43,6516.08,FeII,2.89,27.37
