,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,50.65
1,4184.89,FeI,2.83,67.88
2,4447.72,FeI,2.22,80.66
3,4602.0,FeI,1.61,23.77
4,4602.94,FeI,1.48,70.23
5,4788.76,FeI,3.24,19.54
6,4800.65,FeI,4.14,14.12
7,4871.32,FeI,2.87,94.0
8,4890.76,FeI,2.88,95.76
9,4903.31,FeI,2.88,73.67
10,4924.77,FeI,2.28,41.49
11,4938.81,FeI,2.88,63.06
12,4966.09,FeI,3.33,58.56
13,4994.13,FeI,0.92,60.93
14,5014.94,FeI,3.94,55.35
15,5044.21,FeI,2.85,21.82
16,5049.82,FeI,2.28,77.93
17,5083.34,FeI,0.96,64.77
18,5127.36,FeI,0.92,51.29
19,5150.84,FeI,0.99,56.7
20,5166.28,FeI,0.0,53.96
21,5187.91,FeI,4.14,10.53
22,5198.71,FeI,2.22,47.37
23,5202.34,FeI,2.18,77.03
24,5216.27,FeI,1.61,70.89
25,5217.39,FeI,3.21,50.95
26,5225.53,FeI,0.11,20.45
27,5253.46,FeI,3.28,23.45
28,5263.31,FeI,3.27,56.08
29,5266.56,FeI,3.0,93.24
30,5281.79,FeI,3.04,69.27
31,5302.3,FeI,3.28,63.21
32,5307.36,FeI,1.61,34.98
33,5321.11,FeI,4.43,5.78
34,5322.04,FeI,2.28,12.35
35,5324.18,FeI,3.21,99.31
36,5569.62,FeI,3.42,69.32
37,5586.76,FeI,3.37,92.19
38,5618.63,FeI,4.21,9.27
39,5624.54,FeI,3.42,57.75
40,5701.55,FeI,2.56,28.04
41,5753.12,FeI,4.26,24.81
42,5775.08,FeI,4.22,12.29
43,5816.37,FeI,4.55,16.51
44,6137.69,FeI,2.59,67.99
45,6151.62,FeI,2.18,7.34
46,6173.34,FeI,2.22,16.65
47,6200.31,FeI,2.61,19.05
48,6219.28,FeI,2.2,36.21
49,6230.72,FeI,2.56,76.48
50,6246.32,FeI,3.6,48.04
51,6252.56,FeI,2.4,62.09
52,6265.13,FeI,2.18,32.59
53,6297.79,FeI,2.22,21.41
54,6301.5,FeI,3.65,48.54
55,6335.33,FeI,2.2,44.66
56,6344.15,FeI,2.43,10.7
57,6355.03,FeI,2.84,15.57
58,6358.7,FeI,0.86,16.05
59,6393.6,FeI,2.43,69.48
60,6411.65,FeI,3.65,55.17
61,6421.35,FeI,2.28,55.27
62,6430.85,FeI,2.18,58.63
63,6494.98,FeI,2.4,81.57
64,6592.91,FeI,2.73,54.12
65,6593.87,FeI,2.43,28.23
66,6609.11,FeI,2.56,13.71
67,6677.99,FeI,2.69,64.91
68,6750.15,FeI,2.42,21.29
69,4491.405,FeII,2.86,44.94
70,4508.288,FeII,2.86,61.79
71,4541.524,FeII,2.86,34.87
72,4582.835,FeII,2.84,26.65
73,4923.927,FeII,2.89,105.32
74,5234.625,FeII,3.22,58.0
75,5325.553,FeII,3.22,15.65
76,5534.847,FeII,3.25,30.8
77,6149.258,FeII,3.89,13.42
78,6238.392,FeII,3.89,15.79
79,6247.557,FeII,3.89,26.03
80,6432.68,FeII,2.89,14.38
81,6516.08,FeII,2.89,25.45
