,obs_wavelength,element,obs_ep,obs_ew
0,4184.89,FeI,2.83,74.67
1,4447.72,FeI,2.22,93.12
2,4602.0,FeI,1.61,36.78
3,4602.94,FeI,1.48,79.61
4,4788.76,FeI,3.24,28.26
5,4903.31,FeI,2.88,87.67
6,4924.77,FeI,2.28,54.81
7,4962.57,FeI,4.18,17.3
8,4994.13,FeI,0.92,71.39
9,5014.94,FeI,3.94,67.16
10,5044.21,FeI,2.85,33.34
11,5049.82,FeI,2.28,89.41
12,5083.34,FeI,0.96,73.4
13,5127.36,FeI,0.92,63.67
14,5150.84,FeI,0.99,69.09
15,5187.91,FeI,4.14,16.64
16,5198.71,FeI,2.22,60.07
17,5202.34,FeI,2.18,96.21
18,5216.27,FeI,1.61,79.68
19,5217.39,FeI,3.21,64.39
20,5253.46,FeI,3.28,34.45
21,5263.31,FeI,3.27,70.51
22,5302.3,FeI,3.28,76.69
23,5307.36,FeI,1.61,48.66
24,5321.11,FeI,4.43,10.92
25,5322.04,FeI,2.28,21.95
26,5618.63,FeI,4.21,14.49
27,5775.08,FeI,4.22,19.47
28,5816.37,FeI,4.55,24.63
29,6065.48,FeI,2.61,72.36
30,6137.69,FeI,2.59,80.82
31,6151.62,FeI,2.18,15.37
32,6165.36,FeI,4.14,11.6
33,6173.34,FeI,2.22,27.96
34,6200.31,FeI,2.61,30.68
35,6219.28,FeI,2.2,51.0
36,6230.72,FeI,2.56,89.93
37,6246.32,FeI,3.6,64.34
38,6252.56,FeI,2.4,76.1
39,6265.13,FeI,2.18,47.2
40,6297.79,FeI,2.22,33.84
41,6301.5,FeI,3.65,62.63
42,6322.69,FeI,2.59,32.17
43,6335.33,FeI,2.2,60.14
44,6344.15,FeI,2.43,20.12
45,6355.03,FeI,2.84,27.26
46,6358.7,FeI,0.86,28.51
47,6393.6,FeI,2.43,82.01
48,6411.65,FeI,3.65,72.39
49,6421.35,FeI,2.28,67.65
50,6430.85,FeI,2.18,71.51
51,6481.87,FeI,2.28,21.8
52,6494.98,FeI,2.4,95.03
53,6498.94,FeI,0.96,11.1
54,6592.91,FeI,2.73,67.58
55,6593.87,FeI,2.43,42.75
56,6609.11,FeI,2.56,22.25
57,6677.99,FeI,2.69,79.54
58,6750.15,FeI,2.42,33.74
59,4508.288,FeII,2.86,61.1
60,4541.524,FeII,2.86,36.57
61,4576.34,FeII,2.84,39.2
62,4582.835,FeII,2.84,29.29
63,4923.927,FeII,2.89,105.91
64,5234.625,FeII,3.22,59.54
65,5534.847,FeII,3.25,32.6
66,6149.258,FeII,3.89,14.07
67,6238.392,FeII,3.89,17.52
68,6247.557,FeII,3.89,27.16
69,6416.919,FeII,3.89,15.37
70,6432.68,FeII,2.89,18.02
71,6516.08,FeII,2.89,25.64
