,obs_wavelength,element,obs_ep,obs_ew
0,4184.89,FeI,2.83,76.76
1,4447.72,FeI,2.22,94.0
2,4602.0,FeI,1.61,45.04
3,4602.94,FeI,1.48,86.65
4,4788.76,FeI,3.24,28.8
5,4903.31,FeI,2.88,85.77
6,4924.77,FeI,2.28,57.75
7,4962.57,FeI,4.18,13.58
8,4966.09,FeI,3.33,68.06
9,4994.13,FeI,0.92,81.83
10,5014.94,FeI,3.94,62.15
11,5044.21,FeI,2.85,36.55
12,5049.82,FeI,2.28,91.65
13,5051.64,FeI,0.92,93.64
14,5068.77,FeI,2.94,72.77
15,5083.34,FeI,0.96,83.23
16,5150.84,FeI,0.99,77.08
17,5187.91,FeI,4.14,13.8
18,5191.45,FeI,3.04,93.85
19,5198.71,FeI,2.22,64.94
20,5202.34,FeI,2.18,96.26
21,5216.27,FeI,1.61,85.22
22,5217.39,FeI,3.21,62.96
23,5225.53,FeI,0.11,51.4
24,5253.46,FeI,3.28,33.12
25,5263.31,FeI,3.27,67.24
26,5266.56,FeI,3.0,105.72
27,5281.79,FeI,3.04,80.82
28,5302.3,FeI,3.28,73.08
29,5307.36,FeI,1.61,57.56
30,5321.11,FeI,4.43,6.4
31,5322.04,FeI,2.28,27.27
32,5569.62,FeI,3.42,80.17
33,5586.76,FeI,3.37,102.91
34,5618.63,FeI,4.21,11.16
35,5624.54,FeI,3.42,69.69
36,5662.52,FeI,4.18,41.97
37,5686.53,FeI,4.55,21.31
38,5701.55,FeI,2.56,45.73
39,5753.12,FeI,4.26,29.48
40,5775.08,FeI,4.22,15.38
41,5816.37,FeI,4.55,21.26
42,6082.71,FeI,2.22,9.29
43,6137.69,FeI,2.59,83.94
44,6151.62,FeI,2.18,17.37
45,6165.36,FeI,4.14,9.56
46,6173.34,FeI,2.22,33.25
47,6200.31,FeI,2.61,34.29
48,6219.28,FeI,2.2,56.67
49,6230.72,FeI,2.56,91.25
50,6246.32,FeI,3.6,58.76
51,6252.56,FeI,2.4,79.05
52,6265.13,FeI,2.18,53.79
53,6297.79,FeI,2.22,40.03
54,6322.69,FeI,2.59,35.4
55,6335.33,FeI,2.2,66.28
56,6344.15,FeI,2.43,22.84
57,6355.03,FeI,2.84,27.38
58,6358.7,FeI,0.86,38.61
59,6393.6,FeI,2.43,84.47
60,6411.65,FeI,3.65,67.79
61,6421.35,FeI,2.28,72.5
62,6430.85,FeI,2.18,77.69
63,6481.87,FeI,2.28,28.44
64,6494.98,FeI,2.4,97.27
65,6498.94,FeI,0.96,20.03
66,6592.91,FeI,2.73,71.59
67,6593.87,FeI,2.43,47.65
68,6609.11,FeI,2.56,25.88
69,6677.99,FeI,2.69,79.69
70,6750.15,FeI,2.42,41.08
71,4491.405,FeII,2.86,43.92
72,4508.288,FeII,2.86,59.57
73,4576.34,FeII,2.84,36.91
74,4582.835,FeII,2.84,25.55
75,4923.927,FeII,2.89,99.89
76,4993.358,FeII,2.81,14.18
77,5197.577,FeII,3.23,49.95
78,5234.625,FeII,3.22,54.93
79,5325.553,FeII,3.22,14.53
80,6084.111,FeII,3.2,5.33
81,6238.392,FeII,3.89,13.85
82,6247.557,FeII,3.89,22.31
83,6416.919,FeII,3.89,11.56
84,6432.68,FeII,2.89,15.37
