,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,56.73
1,4147.67,FeI,1.48,76.32
2,4184.89,FeI,2.83,68.61
3,4447.72,FeI,2.22,94.15
4,4602.0,FeI,1.61,35.96
5,4602.94,FeI,1.48,81.53
6,4647.43,FeI,2.95,51.34
7,4800.65,FeI,4.14,12.54
8,4924.77,FeI,2.28,51.52
9,4962.57,FeI,4.18,11.09
10,4966.09,FeI,3.33,68.47
11,4994.13,FeI,0.92,73.16
12,5014.94,FeI,3.94,62.24
13,5044.21,FeI,2.85,29.62
14,5051.64,FeI,0.92,87.59
15,5068.77,FeI,2.94,73.19
16,5127.36,FeI,0.92,65.99
17,5198.71,FeI,2.22,58.77
18,5202.34,FeI,2.18,88.33
19,5216.27,FeI,1.61,80.23
20,5217.39,FeI,3.21,61.17
21,5225.53,FeI,0.11,41.27
22,5253.46,FeI,3.28,28.4
23,5263.31,FeI,3.27,68.33
24,5281.79,FeI,3.04,82.87
25,5307.36,FeI,1.61,46.82
26,5322.04,FeI,2.28,19.53
27,5501.47,FeI,0.96,76.32
28,5506.78,FeI,0.99,85.2
29,5618.63,FeI,4.21,9.49
30,5624.54,FeI,3.42,70.59
31,5662.52,FeI,4.18,39.54
32,5686.53,FeI,4.55,18.73
33,5701.55,FeI,2.56,37.54
34,5753.12,FeI,4.26,25.96
35,5775.08,FeI,4.22,12.25
36,5816.37,FeI,4.55,15.3
37,6027.05,FeI,4.08,18.77
38,6137.69,FeI,2.59,80.68
39,6151.62,FeI,2.18,13.07
40,6173.34,FeI,2.22,25.08
41,6200.31,FeI,2.61,26.29
42,6219.28,FeI,2.2,48.89
43,6230.72,FeI,2.56,92.53
44,6252.56,FeI,2.4,73.07
45,6265.13,FeI,2.18,44.79
46,6297.79,FeI,2.22,32.14
47,6322.69,FeI,2.59,26.26
48,6335.33,FeI,2.2,60.61
49,6344.15,FeI,2.43,16.8
50,6355.03,FeI,2.84,21.67
51,6358.7,FeI,0.86,29.43
52,6393.6,FeI,2.43,81.71
53,6411.65,FeI,3.65,70.45
54,6421.35,FeI,2.28,65.22
55,6430.85,FeI,2.18,70.88
56,6494.98,FeI,2.4,98.59
57,6592.91,FeI,2.73,66.28
58,6593.87,FeI,2.43,39.45
59,6609.11,FeI,2.56,21.9
60,6677.99,FeI,2.69,78.88
61,6750.15,FeI,2.42,30.34
62,4491.405,FeII,2.86,20.87
63,4508.288,FeII,2.86,37.27
64,4541.524,FeII,2.86,15.28
65,4582.835,FeII,2.84,10.53
66,4923.927,FeII,2.89,77.64
67,5234.625,FeII,3.22,31.81
68,5534.847,FeII,3.25,13.91
69,6238.392,FeII,3.89,5.36
70,6247.557,FeII,3.89,8.37
71,6432.68,FeII,2.89,6.44
