,obs_wavelength,element,obs_ep,obs_ew
0,4147.67,FeI,1.48,91.71
1,4184.89,FeI,2.83,79.56
2,4602.0,FeI,1.61,46.72
3,4788.76,FeI,3.24,31.85
4,4924.77,FeI,2.28,63.02
5,4994.13,FeI,0.92,83.7
6,5044.21,FeI,2.85,42.56
7,5127.36,FeI,0.92,79.35
8,5150.84,FeI,0.99,75.79
9,5217.39,FeI,3.21,73.99
10,5225.53,FeI,0.11,50.06
11,5225.53,FeI,0.11,52.36
12,5281.79,FeI,3.04,97.27
13,5307.36,FeI,1.61,56.62
14,5322.04,FeI,2.28,28.86
15,5618.63,FeI,4.21,13.2
16,5662.52,FeI,4.18,48.71
17,5701.55,FeI,2.56,48.77
18,5753.12,FeI,4.26,34.76
19,5775.08,FeI,4.22,18.93
20,5816.37,FeI,4.55,22.45
21,6027.05,FeI,4.08,24.54
22,6151.62,FeI,2.18,19.95
23,6165.36,FeI,4.14,11.64
24,6173.34,FeI,2.22,35.95
25,6200.31,FeI,2.61,37.24
26,6219.28,FeI,2.2,57.18
27,6230.72,FeI,2.56,102.83
28,6246.32,FeI,3.6,71.9
29,6252.56,FeI,2.4,77.65
30,6265.13,FeI,2.18,54.97
31,6297.79,FeI,2.22,42.33
32,6335.33,FeI,2.2,65.55
33,6344.15,FeI,2.43,25.56
34,6355.03,FeI,2.84,29.5
35,6358.7,FeI,0.86,41.15
36,6421.35,FeI,2.28,70.75
37,6481.87,FeI,2.28,30.47
38,6609.11,FeI,2.56,28.34
39,6750.15,FeI,2.42,42.41
40,4491.405,FeII,2.86,21.04
41,4508.288,FeII,2.86,35.41
42,4582.835,FeII,2.84,10.85
43,4923.927,FeII,2.89,75.18
44,5234.625,FeII,3.22,29.55
45,6238.392,FeII,3.89,6.46
46,6247.557,FeII,3.89,7.25
47,6516.08,FeII,2.89,7.17
