,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,50.96
1,4184.89,FeI,2.83,66.25
2,4447.72,FeI,2.22,81.77
3,4602.0,FeI,1.61,27.05
4,4602.94,FeI,1.48,71.86
5,4788.76,FeI,3.24,19.35
6,4800.65,FeI,4.14,13.34
7,4871.32,FeI,2.87,95.0
8,4903.31,FeI,2.88,74.14
9,4924.77,FeI,2.28,42.75
10,4938.81,FeI,2.88,63.09
11,4939.69,FeI,0.86,54.7
12,4966.09,FeI,3.33,59.05
13,4994.13,FeI,0.92,62.99
14,5014.94,FeI,3.94,55.13
15,5044.21,FeI,2.85,22.89
16,5049.82,FeI,2.28,79.66
17,5083.34,FeI,0.96,68.09
18,5127.36,FeI,0.92,55.21
19,5150.84,FeI,0.99,60.31
20,5187.91,FeI,4.14,10.94
21,5198.71,FeI,2.22,49.67
22,5202.34,FeI,2.18,79.07
23,5216.27,FeI,1.61,73.58
24,5217.39,FeI,3.21,51.29
25,5225.53,FeI,0.11,24.56
26,5253.46,FeI,3.28,24.64
27,5263.31,FeI,3.27,57.15
28,5281.79,FeI,3.04,70.2
29,5302.3,FeI,3.28,63.39
30,5307.36,FeI,1.61,37.52
31,5322.04,FeI,2.28,13.66
32,5501.47,FeI,0.96,67.22
33,5506.78,FeI,0.99,75.23
34,5569.62,FeI,3.42,69.42
35,5586.76,FeI,3.37,92.05
36,5618.63,FeI,4.21,8.92
37,5624.54,FeI,3.42,58.05
38,5662.52,FeI,4.18,34.76
39,5701.55,FeI,2.56,30.44
40,5775.08,FeI,4.22,12.53
41,6137.69,FeI,2.59,69.6
42,6151.62,FeI,2.18,8.1
43,6165.36,FeI,4.14,7.56
44,6173.34,FeI,2.22,17.71
45,6200.31,FeI,2.61,20.44
46,6219.28,FeI,2.2,38.9
47,6230.72,FeI,2.56,77.48
48,6246.32,FeI,3.6,48.8
49,6252.56,FeI,2.4,64.78
50,6265.13,FeI,2.18,34.81
51,6322.69,FeI,2.59,21.3
52,6335.33,FeI,2.2,47.83
53,6344.15,FeI,2.43,11.62
54,6355.03,FeI,2.84,17.58
55,6358.7,FeI,0.86,18.08
56,6393.6,FeI,2.43,71.34
57,6411.65,FeI,3.65,56.46
58,6421.35,FeI,2.28,56.44
59,6430.85,FeI,2.18,61.9
60,6481.87,FeI,2.28,14.52
61,6494.98,FeI,2.4,83.67
62,6592.91,FeI,2.73,56.11
63,6593.87,FeI,2.43,29.51
64,6677.99,FeI,2.69,66.31
65,6750.15,FeI,2.42,22.38
66,4508.288,FeII,2.86,61.2
67,4541.524,FeII,2.86,34.24
68,4576.34,FeII,2.84,36.18
69,4582.835,FeII,2.84,26.12
70,4923.927,FeII,2.89,102.53
71,4993.358,FeII,2.81,12.62
72,5234.625,FeII,3.22,56.12
73,5325.553,FeII,3.22,15.39
74,5534.847,FeII,3.25,30.47
75,6084.111,FeII,3.2,5.27
76,6149.258,FeII,3.89,12.41
77,6238.392,FeII,3.89,15.22
78,6247.557,FeII,3.89,25.03
79,6416.919,FeII,3.89,12.46
80,6432.68,FeII,2.89,14.29
81,6516.08,FeII,2.89,23.28
