,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,34.98
1,4132.9,FeI,2.84,48.84
2,4147.67,FeI,1.48,77.94
3,4157.78,FeI,3.42,46.39
4,4184.89,FeI,2.83,53.93
5,4187.04,FeI,2.45,97.17
6,4222.21,FeI,2.45,76.78
7,4238.81,FeI,3.4,55.53
8,4250.12,FeI,2.47,98.74
9,4375.93,FeI,0.0,117.87
10,4388.41,FeI,3.6,28.04
11,4430.61,FeI,2.22,55.18
12,4447.72,FeI,2.22,74.57
13,4489.74,FeI,0.12,65.62
14,4494.56,FeI,2.2,87.06
15,4602.0,FeI,1.61,17.7
16,4602.94,FeI,1.48,75.83
17,4647.43,FeI,2.95,30.06
18,4871.32,FeI,2.87,85.89
19,4872.14,FeI,2.88,72.9
20,4890.76,FeI,2.88,83.32
21,4891.49,FeI,2.85,96.04
22,4903.31,FeI,2.88,56.27
23,4918.99,FeI,2.87,84.69
24,4924.77,FeI,2.28,28.34
25,4938.81,FeI,2.88,46.8
26,4939.69,FeI,0.86,56.0
27,4966.09,FeI,3.33,37.1
28,4994.13,FeI,0.92,68.35
29,5014.94,FeI,3.94,29.42
30,5044.21,FeI,2.85,13.26
31,5049.82,FeI,2.28,71.1
32,5051.64,FeI,0.92,86.69
33,5068.77,FeI,2.94,42.78
34,5083.34,FeI,0.96,73.8
35,5127.36,FeI,0.92,56.24
36,5150.84,FeI,0.99,61.1
37,5166.28,FeI,0.0,68.62
38,5171.6,FeI,1.48,100.73
39,5191.45,FeI,3.04,68.04
40,5216.27,FeI,1.61,74.94
41,5217.39,FeI,3.21,27.84
42,5225.53,FeI,0.11,26.05
43,5232.94,FeI,2.94,95.98
44,5263.31,FeI,3.27,33.14
45,5266.56,FeI,3.0,75.93
46,5281.79,FeI,3.04,50.46
47,5283.62,FeI,3.24,56.75
48,5302.3,FeI,3.28,40.33
49,5307.36,FeI,1.61,28.21
50,5324.18,FeI,3.21,77.31
51,5332.9,FeI,1.56,36.06
52,5339.93,FeI,3.27,45.9
53,5364.87,FeI,4.45,27.48
54,5367.47,FeI,4.42,33.12
55,5369.96,FeI,4.37,37.37
56,5371.49,FeI,0.96,139.51
57,5383.37,FeI,4.31,47.97
58,5397.13,FeI,0.92,124.25
59,5405.77,FeI,0.99,127.82
60,5410.91,FeI,4.47,28.85
61,5415.2,FeI,4.39,43.25
62,5429.7,FeI,0.96,131.56
63,5569.62,FeI,3.42,43.74
64,5572.84,FeI,3.4,56.78
65,5586.76,FeI,3.37,66.93
66,5624.54,FeI,3.42,31.71
67,5701.55,FeI,2.56,15.99
68,6065.48,FeI,2.61,45.3
69,6151.62,FeI,2.18,3.48
70,6219.28,FeI,2.2,25.2
71,6230.72,FeI,2.56,64.04
72,6246.32,FeI,3.6,23.39
73,6252.56,FeI,2.4,51.02
74,6265.13,FeI,2.18,23.14
75,6297.79,FeI,2.22,30.04
76,6335.33,FeI,2.2,34.66
77,6393.6,FeI,2.43,56.23
78,6411.65,FeI,3.65,31.04
79,6421.35,FeI,2.28,42.8
80,6430.85,FeI,2.18,48.92
81,6494.98,FeI,2.4,74.96
82,6592.91,FeI,2.73,38.74
83,6677.99,FeI,2.69,49.44
84,4178.862,FeII,2.58,71.31
85,4491.405,FeII,2.86,48.21
86,4508.288,FeII,2.86,68.99
87,4520.224,FeII,2.81,58.11
88,4541.524,FeII,2.86,34.35
89,4576.34,FeII,2.84,38.37
90,4582.835,FeII,2.84,24.84
91,4923.927,FeII,2.89,122.34
92,5197.577,FeII,3.23,54.73
93,5234.625,FeII,3.22,58.2
94,5264.812,FeII,3.23,15.27
95,5276.002,FeII,3.2,69.24
96,5534.847,FeII,3.25,25.44
97,6149.258,FeII,3.89,7.4
98,6247.557,FeII,3.89,17.53
99,6516.08,FeII,2.89,21.52
