,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,24.41
1,4132.9,FeI,2.84,41.37
2,4147.67,FeI,1.48,47.76
3,4157.78,FeI,3.42,42.01
4,4187.04,FeI,2.45,75.02
5,4238.81,FeI,3.4,47.55
6,4250.12,FeI,2.47,84.1
7,4282.4,FeI,2.18,70.76
8,4375.93,FeI,0.0,72.51
9,4388.41,FeI,3.6,26.35
10,4430.61,FeI,2.22,36.97
11,4430.61,FeI,2.22,37.71
12,4447.72,FeI,2.22,55.9
13,4461.65,FeI,0.09,61.13
14,4489.74,FeI,0.12,27.88
15,4494.56,FeI,2.2,62.68
16,4602.0,FeI,1.61,8.25
17,4602.94,FeI,1.48,46.53
18,4647.43,FeI,2.95,22.48
19,4871.32,FeI,2.87,68.38
20,4872.14,FeI,2.88,56.95
21,4890.76,FeI,2.88,68.34
22,4903.31,FeI,2.88,44.85
23,4918.99,FeI,2.87,73.22
24,4924.77,FeI,2.28,16.04
25,4938.81,FeI,2.88,35.74
26,4939.69,FeI,0.86,24.63
27,4966.09,FeI,3.33,31.06
28,4994.13,FeI,0.92,33.48
29,5014.94,FeI,3.94,30.41
30,5044.21,FeI,2.85,7.92
31,5049.82,FeI,2.28,52.56
32,5051.64,FeI,0.92,47.91
33,5068.77,FeI,2.94,34.67
34,5079.74,FeI,0.99,24.2
35,5083.34,FeI,0.96,38.35
36,5127.36,FeI,0.92,25.12
37,5150.84,FeI,0.99,28.68
38,5151.91,FeI,1.01,20.35
39,5166.28,FeI,0.0,26.95
40,5171.6,FeI,1.48,67.75
41,5191.45,FeI,3.04,53.8
42,5192.34,FeI,3.0,61.91
43,5194.94,FeI,1.56,51.81
44,5198.71,FeI,2.22,21.21
45,5202.34,FeI,2.18,39.3
46,5216.27,FeI,1.61,45.2
47,5217.39,FeI,3.21,23.29
48,5225.53,FeI,0.11,6.32
49,5232.94,FeI,2.94,82.71
50,5263.31,FeI,3.27,27.26
51,5266.56,FeI,3.0,64.74
52,5281.79,FeI,3.04,41.17
53,5283.62,FeI,3.24,49.03
54,5302.3,FeI,3.28,35.95
55,5307.36,FeI,1.61,12.75
56,5324.18,FeI,3.21,68.47
57,5501.47,FeI,0.96,35.43
58,5506.78,FeI,0.99,46.66
59,5569.62,FeI,3.42,40.17
60,5572.84,FeI,3.4,51.42
61,5624.54,FeI,3.42,29.2
62,5662.52,FeI,4.18,12.71
63,5686.53,FeI,4.55,6.01
64,5701.55,FeI,2.56,10.03
65,6136.61,FeI,2.45,46.0
66,6137.69,FeI,2.59,39.71
67,6191.56,FeI,2.43,41.57
68,6219.28,FeI,2.2,13.59
69,6230.72,FeI,2.56,48.81
70,6246.32,FeI,3.6,21.68
71,6252.56,FeI,2.4,35.36
72,6265.13,FeI,2.18,11.71
73,6301.5,FeI,3.65,21.58
74,6335.33,FeI,2.2,20.2
75,6393.6,FeI,2.43,39.4
76,6400.0,FeI,3.6,42.65
77,6411.65,FeI,3.65,27.66
78,6421.35,FeI,2.28,26.9
79,6430.85,FeI,2.18,29.99
80,6494.98,FeI,2.4,56.77
81,6592.91,FeI,2.73,28.77
82,6677.99,FeI,2.69,36.81
83,4178.862,FeII,2.58,39.43
84,4491.405,FeII,2.86,21.99
85,4508.288,FeII,2.86,38.9
86,4520.224,FeII,2.81,30.55
87,4541.524,FeII,2.86,14.32
88,4576.34,FeII,2.84,15.5
89,4576.34,FeII,2.84,15.83
90,4582.835,FeII,2.84,9.25
91,4923.927,FeII,2.89,81.65
92,5197.577,FeII,3.23,29.61
93,5234.625,FeII,3.22,34.32
94,5264.812,FeII,3.23,6.89
95,5276.002,FeII,3.2,41.5
96,5534.847,FeII,3.25,12.22
97,6247.557,FeII,3.89,9.59
