,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,42.6
1,4147.67,FeI,1.48,67.44
2,4184.89,FeI,2.83,58.22
3,4430.61,FeI,2.22,59.53
4,4447.72,FeI,2.22,79.6
5,4489.74,FeI,0.12,56.77
6,4602.0,FeI,1.61,22.27
7,4602.94,FeI,1.48,70.21
8,4647.43,FeI,2.95,39.03
9,4788.76,FeI,3.24,13.15
10,4903.31,FeI,2.88,72.14
11,4924.77,FeI,2.28,37.05
12,4938.81,FeI,2.88,60.17
13,4939.69,FeI,0.86,54.35
14,4966.09,FeI,3.33,52.68
15,4994.13,FeI,0.92,62.55
16,5014.94,FeI,3.94,47.25
17,5044.21,FeI,2.85,17.4
18,5049.82,FeI,2.28,78.48
19,5051.64,FeI,0.92,76.45
20,5068.77,FeI,2.94,59.22
21,5083.34,FeI,0.96,67.33
22,5127.36,FeI,0.92,53.39
23,5150.84,FeI,0.99,57.1
24,5166.28,FeI,0.0,59.31
25,5191.45,FeI,3.04,82.27
26,5198.71,FeI,2.22,44.43
27,5202.34,FeI,2.18,69.79
28,5216.27,FeI,1.61,70.78
29,5217.39,FeI,3.21,41.91
30,5225.53,FeI,0.11,27.82
31,5247.05,FeI,0.09,21.93
32,5263.31,FeI,3.27,51.06
33,5281.79,FeI,3.04,68.09
34,5302.3,FeI,3.28,60.79
35,5307.36,FeI,1.61,33.6
36,5322.04,FeI,2.28,10.57
37,5501.47,FeI,0.96,66.49
38,5506.78,FeI,0.99,75.95
39,5569.62,FeI,3.42,69.4
40,5618.63,FeI,4.21,5.33
41,5624.54,FeI,3.42,52.32
42,5662.52,FeI,4.18,23.25
43,5686.53,FeI,4.55,9.9
44,5701.55,FeI,2.56,23.54
45,5753.12,FeI,4.26,14.87
46,5775.08,FeI,4.22,7.12
47,5816.37,FeI,4.55,8.2
48,6027.05,FeI,4.08,10.45
49,6136.61,FeI,2.45,72.01
50,6137.69,FeI,2.59,67.85
51,6151.62,FeI,2.18,5.89
52,6173.34,FeI,2.22,14.37
53,6191.56,FeI,2.43,68.21
54,6200.31,FeI,2.61,16.04
55,6219.28,FeI,2.2,34.92
56,6230.72,FeI,2.56,77.78
57,6246.32,FeI,3.6,41.27
58,6252.56,FeI,2.4,61.89
59,6265.13,FeI,2.18,31.0
60,6297.79,FeI,2.22,18.89
61,6301.5,FeI,3.65,42.83
62,6322.69,FeI,2.59,16.58
63,6335.33,FeI,2.2,45.66
64,6344.15,FeI,2.43,8.91
65,6355.03,FeI,2.84,13.01
66,6358.7,FeI,0.86,17.49
67,6393.6,FeI,2.43,70.75
68,6411.65,FeI,3.65,49.34
69,6421.35,FeI,2.28,53.07
70,6430.85,FeI,2.18,59.04
71,6494.98,FeI,2.4,86.4
72,6498.94,FeI,0.96,6.97
73,6592.91,FeI,2.73,53.63
74,6593.87,FeI,2.43,25.0
75,6609.11,FeI,2.56,11.31
76,6677.99,FeI,2.69,65.01
77,6750.15,FeI,2.42,19.93
78,4178.862,FeII,2.58,30.91
79,4491.405,FeII,2.86,16.21
80,4508.288,FeII,2.86,29.93
81,4520.224,FeII,2.81,23.28
82,4541.524,FeII,2.86,11.72
83,4576.34,FeII,2.84,11.1
84,4582.835,FeII,2.84,6.96
85,4923.927,FeII,2.89,73.3
86,5197.577,FeII,3.23,21.27
87,5234.625,FeII,3.22,25.4
88,5534.847,FeII,3.25,9.5
89,6247.557,FeII,3.89,5.62
