,obs_wavelength,element,obs_ep,obs_ew
0,4447.72,FeI,2.22,109.78
1,4602.0,FeI,1.61,64.82
2,4602.94,FeI,1.48,106.96
3,4788.76,FeI,3.24,37.36
4,4800.65,FeI,4.14,21.31
5,4871.32,FeI,2.87,119.22
6,4890.76,FeI,2.88,121.65
7,4891.49,FeI,2.85,131.06
8,4903.31,FeI,2.88,99.53
9,4924.77,FeI,2.28,77.02
10,4966.09,FeI,3.33,79.46
11,4994.13,FeI,0.92,105.88
12,5014.94,FeI,3.94,67.6
13,5044.21,FeI,2.85,48.54
14,5049.82,FeI,2.28,110.76
15,5083.34,FeI,0.96,109.72
16,5150.84,FeI,0.99,107.25
17,5166.28,FeI,0.0,113.78
18,5187.91,FeI,4.14,15.56
19,5198.71,FeI,2.22,84.29
20,5202.34,FeI,2.18,115.55
21,5216.27,FeI,1.61,108.62
22,5217.39,FeI,3.21,73.83
23,5225.53,FeI,0.11,83.8
24,5253.46,FeI,3.28,43.47
25,5263.31,FeI,3.27,77.32
26,5266.56,FeI,3.0,118.68
27,5281.79,FeI,3.04,93.63
28,5307.36,FeI,1.61,78.9
29,5322.04,FeI,2.28,41.61
30,5324.18,FeI,3.21,117.2
31,5501.47,FeI,0.96,113.78
32,5506.78,FeI,0.99,121.24
33,5569.62,FeI,3.42,89.38
34,5586.76,FeI,3.37,110.17
35,5618.63,FeI,4.21,13.22
36,5624.54,FeI,3.42,77.04
37,5662.52,FeI,4.18,46.4
38,5701.55,FeI,2.56,60.88
39,5753.12,FeI,4.26,32.72
40,5775.08,FeI,4.22,18.16
41,5816.37,FeI,4.55,21.27
42,6082.71,FeI,2.22,16.75
43,6137.69,FeI,2.59,102.51
44,6151.62,FeI,2.18,30.07
45,6165.36,FeI,4.14,11.85
46,6173.34,FeI,2.22,48.74
47,6200.31,FeI,2.61,50.49
48,6219.28,FeI,2.2,76.97
49,6230.72,FeI,2.56,111.51
50,6246.32,FeI,3.6,68.48
51,6252.56,FeI,2.4,99.27
52,6265.13,FeI,2.18,73.31
53,6322.69,FeI,2.59,51.63
54,6335.33,FeI,2.2,86.73
55,6355.03,FeI,2.84,40.7
56,6358.7,FeI,0.86,64.05
57,6393.6,FeI,2.43,104.71
58,6411.65,FeI,3.65,75.83
59,6421.35,FeI,2.28,94.05
60,6430.85,FeI,2.18,98.17
61,6481.87,FeI,2.28,42.31
62,6494.98,FeI,2.4,118.28
63,6498.94,FeI,0.96,36.51
64,6592.91,FeI,2.73,88.67
65,6593.87,FeI,2.43,65.94
66,6609.11,FeI,2.56,39.03
67,6677.99,FeI,2.69,99.81
68,6750.15,FeI,2.42,55.66
69,4508.288,FeII,2.86,76.5
70,4582.835,FeII,2.84,40.39
71,4923.927,FeII,2.89,124.3
72,4993.358,FeII,2.81,24.24
73,5132.669,FeII,2.81,10.31
74,5234.625,FeII,3.22,71.81
75,5325.553,FeII,3.22,25.53
76,5534.847,FeII,3.25,40.97
77,6084.111,FeII,3.2,9.28
78,6149.258,FeII,3.89,16.09
79,6238.392,FeII,3.89,19.71
80,6247.557,FeII,3.89,31.69
81,6416.919,FeII,3.89,15.38
82,6432.68,FeII,2.89,25.54
83,6516.08,FeII,2.89,37.26
