,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,37.32
1,4132.9,FeI,2.84,46.8
2,4147.67,FeI,1.48,79.57
3,4157.78,FeI,3.42,44.78
4,4216.18,FeI,0.0,106.63
5,4388.41,FeI,3.6,25.23
6,4430.61,FeI,2.22,57.8
7,4447.72,FeI,2.22,78.05
8,4489.74,FeI,0.12,80.58
9,4494.56,FeI,2.2,87.64
10,4602.0,FeI,1.61,24.69
11,4602.94,FeI,1.48,82.21
12,4788.76,FeI,3.24,8.15
13,4871.32,FeI,2.87,84.76
14,4872.14,FeI,2.88,73.79
15,4890.76,FeI,2.88,82.71
16,4891.49,FeI,2.85,95.79
17,4903.31,FeI,2.88,59.42
18,4918.99,FeI,2.87,85.96
19,4924.77,FeI,2.28,34.7
20,4938.81,FeI,2.88,48.93
21,4939.69,FeI,0.86,72.22
22,4966.09,FeI,3.33,39.13
23,4994.13,FeI,0.92,82.63
24,5014.94,FeI,3.94,27.48
25,5014.94,FeI,3.94,27.76
26,5044.21,FeI,2.85,13.77
27,5049.82,FeI,2.28,79.94
28,5051.64,FeI,0.92,97.63
29,5068.77,FeI,2.94,46.54
30,5083.34,FeI,0.96,86.4
31,5127.36,FeI,0.92,71.59
32,5150.84,FeI,0.99,75.55
33,5166.28,FeI,0.0,91.04
34,5171.6,FeI,1.48,108.04
35,5191.45,FeI,3.04,67.79
36,5192.34,FeI,3.0,74.06
37,5194.94,FeI,1.56,87.0
38,5198.71,FeI,2.22,43.25
39,5202.34,FeI,2.18,65.86
40,5216.27,FeI,1.61,84.34
41,5217.39,FeI,3.21,29.89
42,5225.53,FeI,0.11,45.31
43,5232.94,FeI,2.94,96.46
44,5247.05,FeI,0.09,38.15
45,5253.46,FeI,3.28,10.15
46,5263.31,FeI,3.27,35.96
47,5266.56,FeI,3.0,78.88
48,5281.79,FeI,3.04,52.72
49,5283.62,FeI,3.24,57.82
50,5302.3,FeI,3.28,41.26
51,5307.36,FeI,1.61,38.56
52,5322.04,FeI,2.28,9.73
53,5324.18,FeI,3.21,78.13
54,5501.47,FeI,0.96,87.25
55,5506.78,FeI,0.99,98.29
56,5569.62,FeI,3.42,45.59
57,5572.84,FeI,3.4,58.14
58,5586.76,FeI,3.37,69.53
59,5624.54,FeI,3.42,33.83
60,5701.55,FeI,2.56,19.85
61,5753.12,FeI,4.26,6.62
62,6137.69,FeI,2.59,62.65
63,6151.62,FeI,2.18,6.99
64,6173.34,FeI,2.22,14.55
65,6200.31,FeI,2.61,12.7
66,6219.28,FeI,2.2,33.84
67,6230.72,FeI,2.56,73.97
68,6246.32,FeI,3.6,23.53
69,6252.56,FeI,2.4,61.18
70,6265.13,FeI,2.18,30.4
71,6297.79,FeI,2.22,19.29
72,6301.5,FeI,3.65,23.53
73,6322.69,FeI,2.59,14.82
74,6335.33,FeI,2.2,45.07
75,6344.15,FeI,2.43,8.08
76,6355.03,FeI,2.84,9.21
77,6358.7,FeI,0.86,21.5
78,6393.6,FeI,2.43,69.06
79,6411.65,FeI,3.65,29.17
80,6421.35,FeI,2.28,51.75
81,6430.85,FeI,2.18,62.23
82,6481.87,FeI,2.28,11.8
83,6494.98,FeI,2.4,86.79
84,6498.94,FeI,0.96,8.38
85,6592.91,FeI,2.73,45.8
86,6593.87,FeI,2.43,22.72
87,6609.11,FeI,2.56,8.09
88,6677.99,FeI,2.69,58.09
89,6750.15,FeI,2.42,15.54
90,4178.862,FeII,2.58,57.48
91,4491.405,FeII,2.86,34.73
92,4508.288,FeII,2.86,57.3
93,4541.524,FeII,2.86,27.23
94,4576.34,FeII,2.84,24.53
95,4582.835,FeII,2.84,19.43
96,4923.927,FeII,2.89,106.19
97,4993.358,FeII,2.81,8.62
98,5197.577,FeII,3.23,42.86
99,5234.625,FeII,3.22,48.12
100,5264.812,FeII,3.23,10.94
101,5325.553,FeII,3.22,8.79
102,5534.847,FeII,3.25,17.9
103,5534.847,FeII,3.25,18.55
104,6149.258,FeII,3.89,6.2
105,6238.392,FeII,3.89,5.78
106,6247.557,FeII,3.89,10.81
107,6516.08,FeII,2.89,19.98
