,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,24.31
1,4147.67,FeI,1.48,43.68
2,4157.78,FeI,3.42,36.47
3,4184.89,FeI,2.83,39.98
4,4187.04,FeI,2.45,72.03
5,4216.18,FeI,0.0,52.18
6,4238.81,FeI,3.4,44.93
7,4250.12,FeI,2.47,78.08
8,4282.4,FeI,2.18,67.78
9,4375.93,FeI,0.0,67.21
10,4430.61,FeI,2.22,32.51
11,4447.72,FeI,2.22,49.85
12,4461.65,FeI,0.09,57.82
13,4489.74,FeI,0.12,20.97
14,4494.56,FeI,2.2,59.58
15,4602.0,FeI,1.61,6.41
16,4602.94,FeI,1.48,42.27
17,4647.43,FeI,2.95,19.62
18,4871.32,FeI,2.87,63.34
19,4872.14,FeI,2.88,54.12
20,4890.76,FeI,2.88,63.23
21,4891.49,FeI,2.85,76.96
22,4903.31,FeI,2.88,40.61
23,4918.99,FeI,2.87,67.52
24,4924.77,FeI,2.28,13.69
25,4938.81,FeI,2.88,31.72
26,4966.09,FeI,3.33,27.13
27,4994.13,FeI,0.92,28.3
28,5014.94,FeI,3.94,28.01
29,5044.21,FeI,2.85,5.98
30,5049.82,FeI,2.28,46.83
31,5051.64,FeI,0.92,41.21
32,5068.77,FeI,2.94,30.3
33,5079.74,FeI,0.99,21.15
34,5083.34,FeI,0.96,32.56
35,5127.36,FeI,0.92,19.88
36,5150.84,FeI,0.99,22.56
37,5166.28,FeI,0.0,20.99
38,5171.6,FeI,1.48,63.8
39,5191.45,FeI,3.04,49.81
40,5192.34,FeI,3.0,55.55
41,5194.94,FeI,1.56,46.35
42,5198.71,FeI,2.22,18.24
43,5202.34,FeI,2.18,34.76
44,5216.27,FeI,1.61,40.07
45,5217.39,FeI,3.21,19.62
46,5232.94,FeI,2.94,76.9
47,5263.31,FeI,3.27,24.76
48,5266.56,FeI,3.0,58.41
49,5281.79,FeI,3.04,35.87
50,5283.62,FeI,3.24,45.62
51,5302.3,FeI,3.28,30.81
52,5307.36,FeI,1.61,11.31
53,5324.18,FeI,3.21,62.61
54,5332.9,FeI,1.56,13.59
55,5569.62,FeI,3.42,35.39
56,5572.84,FeI,3.4,47.76
57,5586.76,FeI,3.37,56.81
58,5624.54,FeI,3.42,25.15
59,5686.53,FeI,4.55,6.37
60,5701.55,FeI,2.56,7.81
61,6136.61,FeI,2.45,40.46
62,6137.69,FeI,2.59,35.16
63,6173.34,FeI,2.22,4.19
64,6191.56,FeI,2.43,36.46
65,6200.31,FeI,2.61,5.11
66,6219.28,FeI,2.2,10.91
67,6230.72,FeI,2.56,42.52
68,6246.32,FeI,3.6,20.25
69,6252.56,FeI,2.4,29.85
70,6265.13,FeI,2.18,9.63
71,6322.69,FeI,2.59,5.33
72,6335.33,FeI,2.2,16.54
73,6393.6,FeI,2.43,35.24
74,6400.0,FeI,3.6,36.85
75,6411.65,FeI,3.65,24.46
76,6421.35,FeI,2.28,22.95
77,6430.85,FeI,2.18,26.34
78,6494.98,FeI,2.4,50.51
79,6592.91,FeI,2.73,23.41
80,6593.87,FeI,2.43,8.52
81,6677.99,FeI,2.69,32.21
82,4178.862,FeII,2.58,44.06
83,4491.405,FeII,2.86,25.34
84,4508.288,FeII,2.86,41.3
85,4520.224,FeII,2.81,32.46
86,4541.524,FeII,2.86,18.52
87,4576.34,FeII,2.84,17.69
88,4582.835,FeII,2.84,11.94
89,4923.927,FeII,2.89,85.94
90,5197.577,FeII,3.23,33.04
91,5234.625,FeII,3.22,38.14
92,5284.109,FeII,2.89,11.48
93,5325.553,FeII,3.22,6.18
94,5534.847,FeII,3.25,14.19
95,6149.258,FeII,3.89,5.36
96,6238.392,FeII,3.89,6.48
97,6247.557,FeII,3.89,12.0
98,6516.08,FeII,2.89,8.9
