,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,28.69
1,4147.67,FeI,1.48,56.23
2,4184.89,FeI,2.83,45.04
3,4430.61,FeI,2.22,43.55
4,4447.72,FeI,2.22,64.21
5,4461.65,FeI,0.09,76.9
6,4461.65,FeI,0.09,78.71
7,4489.74,FeI,0.12,48.31
8,4494.56,FeI,2.2,75.66
9,4602.0,FeI,1.61,11.77
10,4602.94,FeI,1.48,58.82
11,4647.43,FeI,2.95,25.08
12,4871.32,FeI,2.87,87.08
13,4872.14,FeI,2.88,71.8
14,4890.76,FeI,2.88,83.78
15,4903.31,FeI,2.88,51.44
16,4918.99,FeI,2.87,90.85
17,4924.77,FeI,2.28,20.76
18,4938.81,FeI,2.88,39.88
19,4939.69,FeI,0.86,39.05
20,4966.09,FeI,3.33,32.28
21,4994.13,FeI,0.92,51.11
22,5014.94,FeI,3.94,27.73
23,5049.82,FeI,2.28,63.14
24,5051.64,FeI,0.92,65.31
25,5068.77,FeI,2.94,38.24
26,5083.34,FeI,0.96,54.01
27,5127.36,FeI,0.92,40.88
28,5150.84,FeI,0.99,43.85
29,5191.45,FeI,3.04,61.74
30,5192.34,FeI,3.0,74.85
31,5194.94,FeI,1.56,65.12
32,5198.71,FeI,2.22,27.83
33,5202.34,FeI,2.18,47.52
34,5216.27,FeI,1.61,58.75
35,5217.39,FeI,3.21,25.02
36,5225.53,FeI,0.11,17.77
37,5232.94,FeI,2.94,108.42
38,5247.05,FeI,0.09,13.54
39,5253.46,FeI,3.28,5.63
40,5263.31,FeI,3.27,28.39
41,5266.56,FeI,3.0,80.28
42,5281.79,FeI,3.04,45.65
43,5307.36,FeI,1.61,19.97
44,5332.9,FeI,1.56,26.51
45,5569.62,FeI,3.42,44.45
46,5572.84,FeI,3.4,61.48
47,5624.54,FeI,3.42,30.21
48,5662.52,FeI,4.18,10.76
49,5701.55,FeI,2.56,11.67
50,5753.12,FeI,4.26,5.58
51,6136.61,FeI,2.45,55.97
52,6137.69,FeI,2.59,49.04
53,6173.34,FeI,2.22,7.7
54,6191.56,FeI,2.43,52.04
55,6200.31,FeI,2.61,6.46
56,6219.28,FeI,2.2,19.45
57,6230.72,FeI,2.56,59.76
58,6246.32,FeI,3.6,21.53
59,6252.56,FeI,2.4,44.66
60,6265.13,FeI,2.18,17.35
61,6322.69,FeI,2.59,8.59
62,6335.33,FeI,2.2,27.08
63,6393.6,FeI,2.43,52.01
64,6411.65,FeI,3.65,27.46
65,6421.35,FeI,2.28,35.38
66,6430.85,FeI,2.18,42.79
67,6494.98,FeI,2.4,70.36
68,6592.91,FeI,2.73,34.89
69,6593.87,FeI,2.43,12.82
70,6677.99,FeI,2.69,46.11
71,4491.405,FeII,2.86,5.77
72,4508.288,FeII,2.86,14.98
73,4520.224,FeII,2.81,10.61
74,4923.927,FeII,2.89,53.77
75,5197.577,FeII,3.23,10.07
76,5234.625,FeII,3.22,11.12
