,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,51.58
1,4147.67,FeI,1.48,86.34
2,4184.89,FeI,2.83,67.09
3,4222.21,FeI,2.45,86.98
4,4447.72,FeI,2.22,88.4
5,4494.56,FeI,2.2,96.63
6,4602.0,FeI,1.61,38.22
7,4602.94,FeI,1.48,90.1
8,4647.43,FeI,2.95,47.99
9,4788.76,FeI,3.24,16.03
10,4890.76,FeI,2.88,97.14
11,4891.49,FeI,2.85,107.19
12,4903.31,FeI,2.88,74.1
13,4918.99,FeI,2.87,98.23
14,4924.77,FeI,2.28,49.61
15,4938.81,FeI,2.88,64.57
16,4939.69,FeI,0.86,79.93
17,4994.13,FeI,0.92,87.11
18,5014.94,FeI,3.94,43.94
19,5049.82,FeI,2.28,87.61
20,5051.64,FeI,0.92,102.33
21,5068.77,FeI,2.94,63.31
22,5083.34,FeI,0.96,91.44
23,5150.84,FeI,0.99,84.87
24,5166.28,FeI,0.0,93.99
25,5171.6,FeI,1.48,111.28
26,5191.45,FeI,3.04,84.06
27,5194.94,FeI,1.56,96.18
28,5198.71,FeI,2.22,57.41
29,5202.34,FeI,2.18,82.84
30,5216.27,FeI,1.61,91.11
31,5217.39,FeI,3.21,45.46
32,5217.39,FeI,3.21,45.68
33,5225.53,FeI,0.11,56.3
34,5232.94,FeI,2.94,108.5
35,5247.05,FeI,0.09,46.99
36,5253.46,FeI,3.28,19.12
37,5263.31,FeI,3.27,51.73
38,5266.56,FeI,3.0,91.79
39,5281.79,FeI,3.04,69.76
40,5322.04,FeI,2.28,16.59
41,5324.18,FeI,3.21,92.49
42,5501.47,FeI,0.96,92.41
43,5506.78,FeI,0.99,100.22
44,5569.62,FeI,3.42,63.19
45,5586.76,FeI,3.37,84.1
46,5618.63,FeI,4.21,4.91
47,5624.54,FeI,3.42,50.57
48,5701.55,FeI,2.56,32.28
49,5753.12,FeI,4.26,14.69
50,5775.08,FeI,4.22,7.51
51,6027.05,FeI,4.08,9.52
52,6065.48,FeI,2.61,68.21
53,6082.71,FeI,2.22,5.66
54,6137.69,FeI,2.59,77.55
55,6151.62,FeI,2.18,11.85
56,6173.34,FeI,2.22,22.75
57,6219.28,FeI,2.2,48.25
58,6230.72,FeI,2.56,87.39
59,6246.32,FeI,3.6,40.51
60,6252.56,FeI,2.4,74.68
61,6265.13,FeI,2.18,44.37
62,6301.5,FeI,3.65,37.0
63,6335.33,FeI,2.2,58.88
64,6358.7,FeI,0.86,32.01
65,6393.6,FeI,2.43,80.74
66,6411.65,FeI,3.65,47.13
67,6421.35,FeI,2.28,68.19
68,6430.85,FeI,2.18,75.05
69,6481.87,FeI,2.28,18.1
70,6494.98,FeI,2.4,99.4
71,6592.91,FeI,2.73,62.15
72,6593.87,FeI,2.43,35.41
73,6609.11,FeI,2.56,15.89
74,6677.99,FeI,2.69,73.13
75,6750.15,FeI,2.42,28.79
76,4178.862,FeII,2.58,66.1
77,4491.405,FeII,2.86,48.88
78,4508.288,FeII,2.86,67.93
79,4576.34,FeII,2.84,39.4
80,4582.835,FeII,2.84,26.47
81,4923.927,FeII,2.89,112.05
82,5197.577,FeII,3.23,55.11
83,5234.625,FeII,3.22,60.28
84,5264.812,FeII,3.23,17.75
85,5325.553,FeII,3.22,15.28
86,5534.847,FeII,3.25,30.63
87,6084.111,FeII,3.2,4.55
88,6149.258,FeII,3.89,9.83
89,6238.392,FeII,3.89,11.89
90,6247.557,FeII,3.89,20.11
91,6416.919,FeII,3.89,10.07
92,6432.68,FeII,2.89,13.98
93,6516.08,FeII,2.89,26.05
