,obs_wavelength,element,obs_ep,obs_ew
0,4134.68,FeI,2.83,22.17
1,4147.67,FeI,1.48,14.66
2,4191.43,FeI,2.47,38.86
3,4222.21,FeI,2.45,21.19
4,4375.93,FeI,0.0,37.04
5,4427.31,FeI,0.05,37.63
6,4430.61,FeI,2.22,7.9
7,4447.72,FeI,2.22,16.91
8,4461.65,FeI,0.09,21.95
9,4494.56,FeI,2.2,24.88
10,4602.94,FeI,1.48,12.9
11,4918.99,FeI,2.87,34.0
12,4966.09,FeI,3.33,6.44
13,5049.82,FeI,2.28,13.86
14,5232.94,FeI,2.94,44.79
15,5266.56,FeI,3.0,24.81
16,5615.64,FeI,3.33,29.8
17,4491.405,FeII,2.86,19.94
18,4508.288,FeII,2.86,41.53
19,4520.224,FeII,2.81,30.4
20,4541.524,FeII,2.86,13.17
21,4576.34,FeII,2.84,13.25
22,4923.927,FeII,2.89,125.48
23,5234.625,FeII,3.22,33.06
24,5276.002,FeII,3.2,39.93
