,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,42.86
1,4147.67,FeI,1.48,78.91
2,4430.61,FeI,2.22,62.23
3,4447.72,FeI,2.22,79.93
4,4489.74,FeI,0.12,77.74
5,4494.56,FeI,2.2,88.01
6,4602.0,FeI,1.61,28.55
7,4602.94,FeI,1.48,82.63
8,4647.43,FeI,2.95,39.88
9,4871.32,FeI,2.87,88.43
10,4872.14,FeI,2.88,80.33
11,4890.76,FeI,2.88,87.39
12,4891.49,FeI,2.85,98.68
13,4903.31,FeI,2.88,64.72
14,4918.99,FeI,2.87,90.35
15,4924.77,FeI,2.28,40.01
16,4938.81,FeI,2.88,53.82
17,4939.69,FeI,0.86,71.22
18,4966.09,FeI,3.33,45.2
19,4994.13,FeI,0.92,80.16
20,5014.94,FeI,3.94,36.26
21,5044.21,FeI,2.85,15.47
22,5049.82,FeI,2.28,79.79
23,5051.64,FeI,0.92,93.5
24,5068.77,FeI,2.94,53.37
25,5083.34,FeI,0.96,83.78
26,5127.36,FeI,0.92,70.18
27,5150.84,FeI,0.99,74.44
28,5166.28,FeI,0.0,86.44
29,5171.6,FeI,1.48,104.06
30,5191.45,FeI,3.04,74.44
31,5192.34,FeI,3.0,78.87
32,5194.94,FeI,1.56,88.32
33,5198.71,FeI,2.22,48.1
34,5202.34,FeI,2.18,71.03
35,5216.27,FeI,1.61,83.56
36,5217.39,FeI,3.21,36.92
37,5225.53,FeI,0.11,44.42
38,5232.94,FeI,2.94,98.98
39,5247.05,FeI,0.09,36.42
40,5253.46,FeI,3.28,14.0
41,5263.31,FeI,3.27,42.52
42,5266.56,FeI,3.0,84.05
43,5281.79,FeI,3.04,59.51
44,5283.62,FeI,3.24,63.79
45,5302.3,FeI,3.28,48.72
46,5307.36,FeI,1.61,41.88
47,5322.04,FeI,2.28,11.89
48,5324.18,FeI,3.21,82.73
49,5332.9,FeI,1.56,51.47
50,5569.62,FeI,3.42,52.88
51,5572.84,FeI,3.4,64.83
52,5586.76,FeI,3.37,74.92
53,5624.54,FeI,3.42,42.3
54,5686.53,FeI,4.55,6.01
55,5701.55,FeI,2.56,23.48
56,5816.37,FeI,4.55,5.0
57,6137.69,FeI,2.59,67.89
58,6151.62,FeI,2.18,8.04
59,6173.34,FeI,2.22,16.36
60,6200.31,FeI,2.61,17.57
61,6219.28,FeI,2.2,37.2
62,6230.72,FeI,2.56,77.05
63,6246.32,FeI,3.6,31.66
64,6252.56,FeI,2.4,65.54
65,6265.13,FeI,2.18,33.25
66,6297.79,FeI,2.22,18.48
67,6301.5,FeI,3.65,31.17
68,6322.69,FeI,2.59,16.5
69,6335.33,FeI,2.2,48.52
70,6344.15,FeI,2.43,8.79
71,6355.03,FeI,2.84,9.65
72,6358.7,FeI,0.86,22.93
73,6393.6,FeI,2.43,70.45
74,6411.65,FeI,3.65,37.72
75,6421.35,FeI,2.28,56.23
76,6430.85,FeI,2.18,63.93
77,6481.87,FeI,2.28,12.54
78,6494.98,FeI,2.4,89.78
79,6498.94,FeI,0.96,10.87
80,6592.91,FeI,2.73,52.13
81,6593.87,FeI,2.43,26.19
82,6609.11,FeI,2.56,11.29
83,6677.99,FeI,2.69,64.01
84,6750.15,FeI,2.42,19.33
85,4178.862,FeII,2.58,60.59
86,4491.405,FeII,2.86,40.99
87,4508.288,FeII,2.86,58.82
88,4541.524,FeII,2.86,30.13
89,4576.34,FeII,2.84,31.29
90,4582.835,FeII,2.84,20.99
91,4923.927,FeII,2.89,104.86
92,5197.577,FeII,3.23,46.37
93,5234.625,FeII,3.22,50.44
94,5264.812,FeII,3.23,12.9
95,5325.553,FeII,3.22,11.49
96,5534.847,FeII,3.25,22.53
97,6149.258,FeII,3.89,6.41
98,6247.557,FeII,3.89,14.56
99,6416.919,FeII,3.89,6.24
100,6432.68,FeII,2.89,11.67
