,obs_wavelength,element,obs_ep,obs_ew
0,4602.0,FeI,1.61,83.84
1,4788.76,FeI,3.24,65.98
2,4903.31,FeI,2.88,129.9
3,5187.91,FeI,4.14,41.47
4,5198.71,FeI,2.22,106.32
5,5202.34,FeI,2.18,148.92
6,5307.36,FeI,1.61,100.47
7,5322.04,FeI,2.28,66.81
8,5501.47,FeI,0.96,132.15
9,5569.62,FeI,3.42,118.72
10,5586.76,FeI,3.37,142.69
11,5618.63,FeI,4.21,36.09
12,5775.08,FeI,4.22,44.93
13,6151.62,FeI,2.18,53.4
14,6165.36,FeI,4.14,30.89
15,6173.34,FeI,2.22,74.53
16,6200.31,FeI,2.61,78.05
17,6219.28,FeI,2.2,100.74
18,6230.72,FeI,2.56,143.74
19,6246.32,FeI,3.6,94.58
20,6252.56,FeI,2.4,123.7
21,6265.13,FeI,2.18,96.33
22,6297.79,FeI,2.22,84.12
23,6301.5,FeI,3.65,98.1
24,6335.33,FeI,2.2,107.51
25,6344.15,FeI,2.43,62.31
26,6355.03,FeI,2.84,74.72
27,6358.7,FeI,0.86,91.28
28,6393.6,FeI,2.43,129.73
29,6411.65,FeI,3.65,105.0
30,6421.35,FeI,2.28,123.32
31,6430.85,FeI,2.18,121.42
32,6481.87,FeI,2.28,67.35
33,6593.87,FeI,2.43,92.7
34,6677.99,FeI,2.69,124.7
35,6750.15,FeI,2.42,82.99
36,4582.835,FeII,2.84,61.45
37,6149.258,FeII,3.89,35.94
38,6238.392,FeII,3.89,46.64
39,6247.557,FeII,3.89,57.16
40,6416.919,FeII,3.89,37.37
41,6432.68,FeII,2.89,49.11
42,6516.08,FeII,2.89,62.81
