,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,55.69
1,4132.9,FeI,2.84,66.03
2,4147.67,FeI,1.48,79.11
3,4184.89,FeI,2.83,70.24
4,4222.21,FeI,2.45,84.88
5,4430.61,FeI,2.22,68.35
6,4447.72,FeI,2.22,88.07
7,4494.56,FeI,2.2,92.8
8,4602.0,FeI,1.61,36.87
9,4602.94,FeI,1.48,81.22
10,4647.43,FeI,2.95,51.62
11,4788.76,FeI,3.24,22.59
12,4871.32,FeI,2.87,98.97
13,4890.76,FeI,2.88,98.2
14,4891.49,FeI,2.85,112.0
15,4903.31,FeI,2.88,77.36
16,4918.99,FeI,2.87,101.87
17,4924.77,FeI,2.28,51.53
18,4938.81,FeI,2.88,67.31
19,4939.69,FeI,0.86,71.14
20,4966.09,FeI,3.33,60.47
21,4994.13,FeI,0.92,76.83
22,5014.94,FeI,3.94,52.7
23,5044.21,FeI,2.85,26.04
24,5051.64,FeI,0.92,90.27
25,5068.77,FeI,2.94,66.03
26,5083.34,FeI,0.96,80.97
27,5127.36,FeI,0.92,69.62
28,5150.84,FeI,0.99,75.52
29,5166.28,FeI,0.0,78.37
30,5171.6,FeI,1.48,99.54
31,5191.45,FeI,3.04,84.98
32,5192.34,FeI,3.0,88.93
33,5198.71,FeI,2.22,57.66
34,5216.27,FeI,1.61,81.69
35,5217.39,FeI,3.21,52.93
36,5225.53,FeI,0.11,46.19
37,5232.94,FeI,2.94,113.04
38,5247.05,FeI,0.09,38.45
39,5253.46,FeI,3.28,24.34
40,5263.31,FeI,3.27,58.05
41,5266.56,FeI,3.0,95.15
42,5281.79,FeI,3.04,72.9
43,5302.3,FeI,3.28,64.55
44,5307.36,FeI,1.61,49.91
45,5322.04,FeI,2.28,19.81
46,5324.18,FeI,3.21,95.52
47,5332.9,FeI,1.56,56.35
48,5339.93,FeI,3.27,68.99
49,5364.87,FeI,4.45,50.38
50,5367.47,FeI,4.42,56.3
51,5369.96,FeI,4.37,60.15
52,5371.49,FeI,0.96,138.34
53,5383.37,FeI,4.31,68.75
54,5397.13,FeI,0.92,123.65
55,5405.77,FeI,0.99,122.54
56,5410.91,FeI,4.47,51.06
57,5415.2,FeI,4.39,65.79
58,5434.52,FeI,1.01,111.27
59,5569.62,FeI,3.42,69.84
60,5586.76,FeI,3.37,89.99
61,5624.54,FeI,3.42,59.3
62,5662.52,FeI,4.18,31.96
63,5686.53,FeI,4.55,15.88
64,5701.55,FeI,2.56,36.74
65,5753.12,FeI,4.26,20.9
66,5775.08,FeI,4.22,9.65
67,5816.37,FeI,4.55,13.27
68,6027.05,FeI,4.08,15.78
69,6065.48,FeI,2.61,68.86
70,6082.71,FeI,2.22,6.65
71,6136.61,FeI,2.45,78.59
72,6137.69,FeI,2.59,76.68
73,6165.36,FeI,4.14,5.62
74,6173.34,FeI,2.22,25.24
75,6191.56,FeI,2.43,77.04
76,6200.31,FeI,2.61,25.99
77,6219.28,FeI,2.2,48.05
78,6230.72,FeI,2.56,83.69
79,6246.32,FeI,3.6,49.97
80,6252.56,FeI,2.4,73.98
81,6265.13,FeI,2.18,42.27
82,6297.79,FeI,2.22,50.34
83,6301.5,FeI,3.65,50.6
84,6335.33,FeI,2.2,57.96
85,6344.15,FeI,2.43,15.2
86,6355.03,FeI,2.84,20.37
87,6358.7,FeI,0.86,29.92
88,6393.6,FeI,2.43,83.22
89,6411.65,FeI,3.65,55.64
90,6421.35,FeI,2.28,66.73
91,6430.85,FeI,2.18,70.31
92,6481.87,FeI,2.28,22.09
93,6494.98,FeI,2.4,89.89
94,6592.91,FeI,2.73,63.56
95,6593.87,FeI,2.43,37.63
96,6609.11,FeI,2.56,19.75
97,6677.99,FeI,2.69,73.95
98,6750.15,FeI,2.42,30.13
99,4491.405,FeII,2.86,43.57
100,4508.288,FeII,2.86,59.68
101,4520.224,FeII,2.81,51.37
102,4541.524,FeII,2.86,31.88
103,4576.34,FeII,2.84,35.8
104,4582.835,FeII,2.84,24.54
105,4923.927,FeII,2.89,98.97
106,5197.577,FeII,3.23,49.28
107,5234.625,FeII,3.22,52.2
108,5325.553,FeII,3.22,13.16
109,5425.257,FeII,3.2,13.15
110,5534.847,FeII,3.25,27.64
111,6238.392,FeII,3.89,11.77
112,6247.557,FeII,3.89,19.29
113,6416.919,FeII,3.89,8.56
114,6432.68,FeII,2.89,12.53
115,6516.08,FeII,2.89,19.87
