,obs_wavelength,element,obs_ep,obs_ew
0,4602.94,FeI,1.48,112.86
1,4903.31,FeI,2.88,98.92
2,4966.09,FeI,3.33,86.3
3,4994.13,FeI,0.92,99.29
4,5049.82,FeI,2.28,117.43
5,5051.64,FeI,0.92,126.81
6,5083.34,FeI,0.96,117.57
7,5150.84,FeI,0.99,107.44
8,5198.71,FeI,2.22,88.08
9,5202.34,FeI,2.18,114.95
10,5216.27,FeI,1.61,122.58
11,5232.94,FeI,2.94,135.22
12,5307.36,FeI,1.61,78.06
13,5324.18,FeI,3.21,123.16
14,5569.62,FeI,3.42,95.25
15,5586.76,FeI,3.37,118.47
16,5624.54,FeI,3.42,82.77
17,5686.53,FeI,4.55,25.65
18,5775.08,FeI,4.22,19.49
19,6082.71,FeI,2.22,16.22
20,6137.69,FeI,2.59,108.49
21,6151.62,FeI,2.18,27.63
22,6173.34,FeI,2.22,49.15
23,6200.31,FeI,2.61,47.73
24,6219.28,FeI,2.2,77.08
25,6230.72,FeI,2.56,119.96
26,6246.32,FeI,3.6,69.39
27,6252.56,FeI,2.4,104.47
28,6265.13,FeI,2.18,74.79
29,6301.5,FeI,3.65,66.13
30,6322.69,FeI,2.59,50.1
31,6335.33,FeI,2.2,86.53
32,6344.15,FeI,2.43,33.6
33,6355.03,FeI,2.84,39.6
34,6358.7,FeI,0.86,57.86
35,6393.6,FeI,2.43,107.34
36,6411.65,FeI,3.65,78.81
37,6421.35,FeI,2.28,102.96
38,6430.85,FeI,2.18,103.52
39,6494.98,FeI,2.4,127.02
40,6592.91,FeI,2.73,90.24
41,6593.87,FeI,2.43,60.22
42,6609.11,FeI,2.56,34.72
43,6677.99,FeI,2.69,101.93
44,6750.15,FeI,2.42,52.42
45,4508.288,FeII,2.86,88.82
46,4923.927,FeII,2.89,146.45
47,6084.111,FeII,3.2,16.16
48,6247.557,FeII,3.89,51.9
49,6416.919,FeII,3.89,26.88
50,6516.08,FeII,2.89,56.43
