,obs_wavelength,element,obs_ep,obs_ew
0,4114.44,FeI,2.83,39.05
1,4132.9,FeI,2.84,46.24
2,4147.67,FeI,1.48,64.32
3,4184.89,FeI,2.83,46.21
4,4187.8,FeI,2.42,79.87
5,4202.03,FeI,1.48,106.96
6,4216.18,FeI,0.0,84.2
7,4222.21,FeI,2.45,65.07
8,4430.61,FeI,2.22,53.02
9,4447.72,FeI,2.22,67.5
10,4489.74,FeI,0.12,62.9
11,4494.56,FeI,2.2,77.18
12,4602.94,FeI,1.48,68.14
13,4647.43,FeI,2.95,29.05
14,4871.32,FeI,2.87,79.98
15,4872.14,FeI,2.88,67.59
16,4890.76,FeI,2.88,81.78
17,4891.49,FeI,2.85,86.64
18,4903.31,FeI,2.88,53.27
19,4918.99,FeI,2.87,76.97
20,4924.77,FeI,2.28,30.98
21,4938.81,FeI,2.88,49.23
22,4939.69,FeI,0.86,54.91
23,4966.09,FeI,3.33,34.36
24,4994.13,FeI,0.92,63.87
25,5014.94,FeI,3.94,27.38
26,5049.82,FeI,2.28,65.95
27,5051.64,FeI,0.92,78.53
28,5068.77,FeI,2.94,41.08
29,5083.34,FeI,0.96,70.61
30,5127.36,FeI,0.92,56.01
31,5151.91,FeI,1.01,48.04
32,5166.28,FeI,0.0,70.77
33,5171.6,FeI,1.48,92.49
34,5191.45,FeI,3.04,68.7
35,5194.94,FeI,1.56,71.47
36,5198.71,FeI,2.22,37.48
37,5202.34,FeI,2.18,54.35
38,5216.27,FeI,1.61,68.96
39,5217.39,FeI,3.21,29.32
40,5225.53,FeI,0.11,32.4
41,5232.94,FeI,2.94,86.77
42,5263.31,FeI,3.27,37.38
43,5281.79,FeI,3.04,47.88
44,5302.3,FeI,3.28,39.11
45,5307.36,FeI,1.61,28.46
46,5324.18,FeI,3.21,70.41
47,5501.47,FeI,0.96,66.75
48,5506.78,FeI,0.99,78.08
49,5569.62,FeI,3.42,42.0
50,5572.84,FeI,3.4,54.83
51,5586.76,FeI,3.37,64.08
52,5624.54,FeI,3.42,31.89
53,5816.37,FeI,4.55,3.24
54,6065.48,FeI,2.61,46.58
55,6136.61,FeI,2.45,64.14
56,6137.69,FeI,2.59,54.62
57,6173.34,FeI,2.22,10.82
58,6200.31,FeI,2.61,11.26
59,6219.28,FeI,2.2,26.5
60,6230.72,FeI,2.56,63.18
61,6246.32,FeI,3.6,23.63
62,6252.56,FeI,2.4,50.89
63,6265.13,FeI,2.18,25.39
64,6322.69,FeI,2.59,15.33
65,6335.33,FeI,2.2,35.42
66,6358.7,FeI,0.86,13.51
67,6393.6,FeI,2.43,56.71
68,6411.65,FeI,3.65,30.09
69,6421.35,FeI,2.28,43.77
70,6430.85,FeI,2.18,49.56
71,6593.87,FeI,2.43,20.61
72,6677.99,FeI,2.69,49.33
73,4491.405,FeII,2.86,29.46
74,4508.288,FeII,2.86,48.52
75,4520.224,FeII,2.81,38.53
76,4541.524,FeII,2.86,23.3
77,4576.34,FeII,2.84,22.91
78,4923.927,FeII,2.89,93.57
79,5197.577,FeII,3.23,37.41
80,5234.625,FeII,3.22,42.36
81,5276.002,FeII,3.2,49.04
82,5534.847,FeII,3.25,14.0
