,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,4924.77,2.28,28.0,4.74
1,FeI,4939.69,0.86,71.2,4.78
2,FeI,4985.55,2.87,27.7,4.62
3,FeI,4994.13,0.92,80.9,4.71
4,FeI,5001.86,3.88,29.9,4.57
5,FeI,5049.82,2.28,71.4,4.64
6,FeI,5083.34,0.96,84.7,4.68
7,FeI,5107.45,0.99,79.1,4.84
8,FeI,5107.64,1.56,72.9,4.74
9,FeI,5127.36,0.92,70.2,4.78
10,FeI,5166.28,0.0,93.1,4.83
11,FeI,5194.94,1.56,85.5,4.61
12,FeI,5198.71,2.22,36.1,4.73
13,FeI,5215.18,3.27,26.0,4.58
14,FeI,5217.39,3.21,22.7,4.69
15,FeI,5225.53,0.11,44.4,4.79
16,FeI,5232.94,2.94,88.8,4.51
17,FeI,5247.05,0.09,37.8,4.86
18,FeI,5250.21,0.12,35.7,4.82
19,FeI,5250.65,2.2,40.9,4.85
20,FeI,5302.3,3.28,34.2,4.61
21,FeI,5339.93,3.27,39.5,4.65
22,FeI,5367.47,4.41,22.8,4.57
23,FeI,5415.2,4.39,32.4,4.54
24,FeI,5424.07,4.32,39.1,4.71
25,FeI,5506.78,0.99,98.3,4.81
26,FeI,5569.62,3.42,36.3,4.56
27,FeI,5576.09,3.43,21.5,4.68
28,FeI,5586.76,3.37,59.8,4.53
29,FeI,6301.5,3.65,22.1,4.75
