,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,4924.77,2.28,28.1,4.71
1,FeI,4939.69,0.86,71.5,4.83
2,FeI,4950.11,3.42,6.5,4.84
3,FeI,4985.55,2.87,27.9,4.58
4,FeI,4994.13,0.92,81.2,4.78
5,FeI,5001.86,3.88,30.2,4.53
6,FeI,5049.82,2.28,71.7,4.64
7,FeI,5083.34,0.96,85.0,4.76
8,FeI,5107.45,0.99,79.0,4.9
9,FeI,5107.64,1.56,72.9,4.77
10,FeI,5127.36,0.92,70.4,4.83
11,FeI,5141.74,2.42,18.6,4.57
12,FeI,5166.28,0.0,93.4,4.98
13,FeI,5194.94,1.56,85.8,4.66
14,FeI,5198.71,2.22,36.4,4.72
15,FeI,5215.18,3.27,26.3,4.55
16,FeI,5217.39,3.21,22.9,4.65
17,FeI,5225.53,0.11,44.7,4.86
18,FeI,5232.94,2.94,89.1,4.46
19,FeI,5242.49,3.63,10.7,4.62
20,FeI,5247.05,0.09,38.1,4.93
21,FeI,5250.21,0.12,35.9,4.88
22,FeI,5250.65,2.2,41.2,4.83
23,FeI,5302.3,3.28,34.4,4.57
24,FeI,5339.93,3.27,39.7,4.61
25,FeI,5365.4,3.57,8.0,4.45
26,FeI,5367.47,4.41,23.2,4.54
27,FeI,5389.48,4.42,5.9,4.71
28,FeI,5415.2,4.39,32.5,4.5
29,FeI,5424.07,4.32,39.3,4.67
30,FeI,5506.78,0.99,98.6,4.92
31,FeI,5569.62,3.42,36.5,4.52
32,FeI,5576.09,3.43,21.7,4.64
33,FeI,5586.76,3.37,60.1,4.49
34,FeI,5662.52,4.18,8.0,4.72
35,FeI,5701.54,2.56,17.7,4.72
36,FeI,5930.18,4.65,5.6,4.76
37,FeI,5956.69,0.86,12.1,4.8
38,FeI,6065.48,2.61,44.6,4.62
39,FeI,6136.99,2.2,9.8,4.74
40,FeI,6173.33,2.22,11.3,4.78
41,FeI,6200.31,2.61,8.8,4.66
42,FeI,6219.28,2.2,26.8,4.74
43,FeI,6246.32,3.6,17.3,4.6
44,FeI,6252.56,2.4,52.8,4.75
45,FeI,6265.13,2.18,24.3,4.77
46,FeI,6297.79,2.22,15.3,4.74
47,FeI,6301.5,3.65,18.2,4.6
48,FeI,6322.69,2.59,9.9,4.72
49,FeI,6335.33,2.2,38.2,4.7
50,FeI,6336.82,3.69,13.2,4.61
51,FeI,6393.6,2.43,58.7,4.64
52,FeI,6411.65,3.65,21.7,4.63
53,FeI,6430.85,2.18,54.1,4.72
54,FeI,6481.87,2.28,9.1,4.83
55,FeI,6494.98,2.4,80.9,4.71
56,FeI,6498.94,0.96,8.5,4.85
57,FeI,6593.87,2.43,18.1,4.76
58,FeI,6609.11,2.56,7.6,4.77
59,FeI,6750.15,2.42,12.6,4.77
60,FeII,4993.36,2.81,5.9,4.88
61,FeII,5425.26,3.2,6.8,4.93
62,FeII,6432.68,2.89,7.4,4.89
63,FeII,6456.38,3.9,14.3,5.05
