,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,4787.83,3.0,82.2,7.06
1,FeI,4788.76,3.24,103.7,7.08
2,FeI,4802.88,3.64,89.4,6.98
3,FeI,4808.15,3.25,62.2,7.12
4,FeI,4869.46,3.55,54.0,7.06
5,FeI,4875.88,3.33,94.9,7.08
6,FeI,4877.6,3.0,58.3,7.08
7,FeI,4907.73,3.43,97.7,7.17
8,FeI,4950.11,3.42,111.0,7.25
9,FeI,4962.57,4.18,77.6,7.02
10,FeI,4969.92,4.22,96.4,6.94
11,FeI,4999.11,4.19,49.7,6.96
12,FeI,5012.69,4.28,53.6,7.19
13,FeI,5023.19,4.28,59.2,7.1
14,FeI,5058.5,3.64,30.1,7.12
15,FeI,5088.15,4.15,53.5,7.02
16,FeI,5109.65,4.3,86.7,7.1
17,FeI,5141.74,2.42,137.6,6.93
18,FeI,5197.94,4.3,44.8,6.89
19,FeI,5223.18,3.63,58.3,6.57
20,FeI,5228.38,4.22,86.4,7.2
21,FeI,5242.49,3.63,115.1,6.89
22,FeI,5243.78,4.26,84.0,7.06
23,FeI,5250.65,2.2,168.2,7.16
24,FeI,5253.02,2.28,66.9,7.08
25,FeI,5253.46,3.28,111.0,6.91
26,FeI,5285.13,4.43,43.5,7.03
27,FeI,5288.52,3.69,93.4,7.04
28,FeI,5293.96,4.14,54.2,7.1
29,FeI,5294.55,3.64,38.2,7.2
30,FeI,5295.31,4.42,46.9,7.11
31,FeI,5321.11,4.43,59.7,6.86
32,FeI,5365.4,3.57,111.3,6.79
33,FeI,5373.71,4.47,84.3,7.03
34,FeI,5379.57,3.69,93.9,7.04
35,FeI,5386.33,4.15,53.3,6.98
36,FeI,5389.48,4.42,101.7,6.93
37,FeI,5395.22,4.45,34.7,7.4
38,FeI,5398.28,4.45,89.5,6.95
39,FeI,5412.78,4.43,35.9,7.06
40,FeI,5417.03,4.42,47.2,7.1
41,FeI,5441.34,4.31,49.7,7.07
42,FeI,5461.55,4.45,45.0,7.32
43,FeI,5464.28,4.14,62.4,6.87
44,FeI,5466.4,4.37,98.9,7.04
45,FeI,5470.09,4.45,42.5,7.18
46,FeI,5473.9,4.15,103.9,7.02
47,FeI,5483.1,4.15,73.9,7.07
48,FeI,5487.15,4.42,61.8,7.21
49,FeI,5491.83,4.19,24.5,6.99
50,FeI,5494.46,4.08,51.9,7.19
51,FeI,5522.45,4.21,64.6,7.03
52,FeI,5539.28,3.64,44.2,7.09
53,FeI,5543.94,4.22,87.2,7.03
54,FeI,5546.51,4.37,76.3,7.19
55,FeI,5560.21,4.43,71.1,7.05
56,FeI,5587.57,4.14,62.6,7.22
57,FeI,5618.63,4.21,73.3,7.0
58,FeI,5619.6,4.39,57.7,7.26
59,FeI,5624.02,4.39,73.1,7.32
60,FeI,5633.95,4.99,78.9,6.98
61,FeI,5635.82,4.26,58.4,7.3
62,FeI,5636.7,3.64,47.9,7.1
63,FeI,5638.26,4.22,101.9,7.03
64,FeI,5641.43,4.26,96.2,7.28
65,FeI,5649.99,5.1,45.7,7.12
66,FeI,5651.47,4.47,33.3,7.23
67,FeI,5652.32,4.26,46.1,7.16
68,FeI,5653.87,4.39,58.8,7.22
69,FeI,5655.18,5.06,62.0,7.15
70,FeI,5661.35,4.28,44.2,7.06
71,FeI,5662.52,4.18,118.2,7.07
72,FeI,5679.02,4.65,75.1,7.11
73,FeI,5691.5,4.3,64.1,7.09
74,FeI,5696.09,4.55,24.5,6.94
75,FeI,5698.02,3.64,40.5,7.03
76,FeI,5701.54,2.56,145.5,7.13
77,FeI,5705.46,4.3,60.7,6.96
78,FeI,5731.76,4.26,83.9,7.16
79,FeI,5732.3,4.99,23.4,7.18
80,FeI,5741.85,4.26,54.0,7.11
81,FeI,5742.96,4.18,26.6,7.24
82,FeI,5760.34,3.64,53.1,7.06
83,FeI,5775.08,4.22,85.8,7.24
84,FeI,5778.45,2.59,73.2,7.12
85,FeI,5784.66,3.4,62.0,7.04
86,FeI,5838.37,3.94,45.5,7.14
87,FeI,5849.68,3.69,25.5,7.11
88,FeI,5853.15,1.49,61.6,7.26
89,FeI,5855.08,4.61,35.6,7.0
90,FeI,5858.78,4.22,27.0,7.04
91,FeI,5902.47,4.59,21.8,6.92
92,FeI,5905.67,4.65,73.7,6.94
93,FeI,5927.79,4.65,59.1,6.99
94,FeI,5929.68,4.55,58.9,7.18
95,FeI,5930.18,4.65,105.3,7.04
96,FeI,5934.65,3.93,107.5,7.04
97,FeI,6012.21,2.22,77.4,7.31
98,FeI,6027.05,4.08,93.8,7.01
99,FeI,6065.48,2.61,180.1,6.94
100,FeI,6079.01,4.65,64.5,7.1
101,FeI,6093.64,4.61,47.2,7.13
102,FeI,6094.37,4.65,31.5,7.33
103,FeI,6096.66,3.98,66.7,7.13
104,FeI,6127.91,4.14,78.5,7.12
105,FeI,6151.62,2.18,118.3,7.21
106,FeI,6165.36,4.14,72.6,7.08
107,FeI,6173.33,2.22,139.4,7.2
108,FeI,6187.99,3.94,78.6,7.07
109,FeI,6200.31,2.61,134.1,7.16
110,FeI,6219.28,2.2,164.5,7.09
111,FeI,6226.73,3.88,55.2,7.09
112,FeI,6229.23,2.85,89.0,7.05
113,FeI,6246.32,3.6,140.7,6.86
114,FeI,6252.56,2.4,190.0,7.03
115,FeI,6265.13,2.18,166.5,7.18
116,FeI,6270.22,2.86,106.2,7.09
117,FeI,6271.28,3.33,62.7,7.11
118,FeI,6315.81,4.08,71.6,7.11
