,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,4788.76,3.24,28.1,6.58
1,FeI,4802.88,3.64,22.7,6.56
2,FeI,4924.77,2.28,53.4,6.68
3,FeI,4946.39,3.37,53.4,6.62
4,FeI,4950.11,3.42,30.2,6.66
5,FeI,4969.92,4.22,32.2,6.51
6,FeI,4985.55,2.87,61.7,6.49
7,FeI,4994.13,0.92,69.8,6.61
8,FeI,5001.86,3.88,75.3,6.4
9,FeI,5044.21,2.85,31.5,6.52
10,FeI,5049.82,2.28,86.1,6.57
11,FeI,5107.45,0.99,69.7,6.75
12,FeI,5107.64,1.56,72.4,6.63
13,FeI,5109.65,4.3,29.7,6.8
14,FeI,5127.36,0.92,63.8,6.72
15,FeI,5131.47,2.22,41.8,6.65
16,FeI,5141.74,2.42,44.5,6.5
17,FeI,5194.94,1.56,81.8,6.49
18,FeI,5198.71,2.22,56.7,6.62
19,FeI,5217.39,3.21,60.6,6.54
20,FeI,5225.53,0.11,34.2,6.61
21,FeI,5242.49,3.63,47.4,6.62
22,FeI,5243.78,4.26,20.3,6.58
23,FeI,5247.05,0.09,27.2,6.62
24,FeI,5250.21,0.12,26.9,6.59
25,FeI,5250.65,2.2,61.7,6.78
26,FeI,5253.46,3.28,33.2,6.49
27,FeI,5302.3,3.28,75.2,6.46
28,FeI,5322.04,2.28,20.2,6.43
29,FeI,5339.93,3.27,79.0,6.48
30,FeI,5364.87,4.45,66.5,6.44
31,FeI,5365.4,3.57,39.2,6.42
32,FeI,5367.47,4.41,72.8,6.3
33,FeI,5373.71,4.47,22.4,6.54
34,FeI,5379.57,3.69,21.3,6.55
35,FeI,5389.48,4.42,39.2,6.53
36,FeI,5397.13,0.92,116.3,6.39
37,FeI,5398.28,4.45,30.2,6.58
38,FeI,5415.2,4.39,82.5,6.24
39,FeI,5424.07,4.32,90.4,6.44
40,FeI,5434.52,1.01,105.7,6.46
41,FeI,5445.04,4.39,61.2,6.55
42,FeI,5466.4,4.37,34.3,6.61
43,FeI,5473.9,4.15,35.5,6.6
44,FeI,5543.94,4.22,21.8,6.57
45,FeI,5569.62,3.42,79.1,6.39
46,FeI,5576.09,3.43,63.0,6.54
47,FeI,5633.95,4.99,23.5,6.55
48,FeI,5638.26,4.22,33.0,6.58
49,FeI,5662.52,4.18,46.8,6.64
50,FeI,5701.54,2.56,41.0,6.57
51,FeI,6213.43,2.22,29.6,6.27
52,FeI,6232.64,3.65,44.2,6.77
53,FeI,6335.33,2.2,46.3,6.34
54,FeI,6569.21,4.73,39.3,6.78
55,FeII,5264.81,3.23,21.0,6.65
56,FeII,5316.62,3.15,74.0,6.72
57,FeII,5316.78,3.22,41.2,6.81
58,FeII,5534.85,3.25,33.2,6.74
