,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,4788.76,3.24,21.6,6.9
1,FeI,4924.77,2.28,45.8,6.98
2,FeI,4946.39,3.37,51.1,6.98
3,FeI,4950.11,3.42,29.0,7.12
4,FeI,4969.92,4.22,37.3,6.98
5,FeI,4985.55,2.87,60.6,6.88
6,FeI,4994.13,0.92,58.9,6.84
7,FeI,5044.21,2.85,25.5,6.93
8,FeI,5049.82,2.28,85.3,6.84
9,FeI,5109.65,4.3,35.1,7.28
10,FeI,5127.36,0.92,48.3,6.94
11,FeI,5131.47,2.22,33.8,7.04
12,FeI,5141.74,2.42,35.1,6.82
13,FeI,5194.94,1.56,80.4,6.79
14,FeI,5198.71,2.22,49.7,6.92
15,FeI,5215.18,3.27,66.1,6.83
16,FeI,5217.39,3.21,57.5,6.88
17,FeI,5228.38,4.22,21.3,7.12
18,FeI,5242.49,3.63,47.9,6.94
19,FeI,5243.78,4.26,22.1,7.03
20,FeI,5253.46,3.28,28.9,6.9
21,FeI,5302.3,3.28,75.2,6.83
22,FeI,5339.93,3.27,91.4,7.06
23,FeI,5662.52,4.18,26.9,6.59
24,FeII,4993.36,2.81,29.5,6.99
