,element,obs_wavelength,obs_ep,obs_ew,abund
60,FeI,5619.6,4.39,7.0,6.69
61,FeI,5633.95,4.99,23.6,6.55
62,FeI,5638.26,4.22,33.0,6.57
63,FeI,5653.87,4.39,7.3,6.65
64,FeI,5662.52,4.18,46.8,6.61
65,FeI,5679.02,4.65,18.3,6.65
66,FeI,5701.54,2.56,41.1,6.55
67,FeI,5705.46,4.3,8.0,6.43
68,FeI,5731.76,4.26,18.0,6.65
69,FeI,5741.85,4.26,6.0,6.57
70,FeI,5775.08,4.22,18.5,6.72
71,FeI,5883.82,3.96,23.6,6.57
72,FeI,5905.67,4.65,19.5,6.55
73,FeI,5927.79,4.65,9.7,6.48
74,FeI,5930.18,4.65,43.5,6.62
75,FeI,5934.65,3.93,28.4,6.46
76,FeI,5956.69,0.86,15.4,6.58
77,FeI,6003.01,3.88,35.2,6.61
78,FeI,6027.05,4.08,23.7,6.53
79,FeI,6065.48,2.61,72.3,6.57
80,FeI,6079.01,4.65,11.0,6.57
81,FeI,6096.66,3.98,7.4,6.55
82,FeI,6136.99,2.2,26.4,6.61
83,FeI,6151.62,2.18,14.1,6.59
84,FeI,6165.36,4.14,11.3,6.56
85,FeI,6173.33,2.22,25.8,6.56
86,FeI,6187.99,3.94,10.8,6.48
87,FeI,6200.31,2.61,29.2,6.55
88,FeI,6213.43,2.22,42.2,6.54
89,FeI,6219.28,2.2,49.7,6.64
90,FeI,6232.64,3.65,35.3,6.55
91,FeI,6246.32,3.6,61.8,6.51
92,FeI,6252.56,2.4,74.4,6.66
93,FeI,6265.13,2.18,47.6,6.68
94,FeI,6270.22,2.86,15.0,6.51
95,FeI,6297.79,2.22,34.1,6.58
96,FeI,6315.81,4.08,9.3,6.53
97,FeI,6322.69,2.59,31.8,6.62
98,FeI,6335.33,2.2,59.4,6.59
99,FeI,6336.82,3.69,55.2,6.52
100,FeI,6393.6,2.43,79.9,6.56
101,FeI,6411.65,3.65,69.3,6.53
102,FeI,6430.85,2.18,70.5,6.61
103,FeI,6481.87,2.28,24.3,6.66
104,FeI,6494.98,2.4,95.3,6.54
105,FeI,6496.47,4.8,20.8,6.54
106,FeI,6498.94,0.96,11.1,6.61
107,FeI,6533.93,4.56,8.7,6.69
108,FeI,6569.21,4.73,37.7,6.72
109,FeI,6593.87,2.43,41.0,6.61
110,FeI,6597.56,4.8,11.5,6.66
111,FeI,6609.11,2.56,24.3,6.62
112,FeI,6703.57,2.76,8.5,6.63
113,FeI,6750.15,2.42,32.0,6.6
114,FeI,6810.26,4.61,13.5,6.57
115,FeII,4993.36,2.81,13.7,6.51
116,FeII,5264.81,3.23,21.1,6.61
117,FeII,5316.62,3.15,73.6,6.56
118,FeII,5316.78,3.22,41.3,6.72
119,FeII,5414.07,3.22,8.5,6.54
120,FeII,5425.26,3.2,16.9,6.53
121,FeII,5534.85,3.25,33.2,6.67
122,FeII,5991.38,3.15,11.1,6.66
123,FeII,6432.68,2.89,16.3,6.52
124,FeII,6456.38,3.9,39.2,6.74
