,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,4788.76,3.24,28.1,6.58
1,FeI,4808.15,3.25,6.3,6.68
2,FeI,4875.88,3.33,16.2,6.46
3,FeI,4924.77,2.28,53.4,6.63
4,FeI,4946.39,3.37,53.4,6.59
5,FeI,4950.11,3.42,30.3,6.66
6,FeI,4962.57,4.18,16.1,6.54
7,FeI,4969.92,4.22,32.3,6.5
8,FeI,4985.55,2.87,61.7,6.45
9,FeI,4994.13,0.92,69.8,6.55
10,FeI,5001.86,3.88,75.2,6.34
11,FeI,5012.69,4.28,7.1,6.71
12,FeI,5044.21,2.85,31.6,6.51
13,FeI,5049.82,2.28,85.9,6.49
14,FeI,5107.45,0.99,69.6,6.69
15,FeI,5107.64,1.56,72.4,6.57
16,FeI,5109.65,4.3,29.7,6.79
17,FeI,5127.36,0.92,63.8,6.66
18,FeI,5131.47,2.22,41.8,6.63
19,FeI,5141.74,2.42,44.5,6.47
20,FeI,5194.94,1.56,81.8,6.43
21,FeI,5197.94,4.3,5.1,6.42
22,FeI,5198.71,2.22,56.7,6.57
23,FeI,5217.39,3.21,60.5,6.5
24,FeI,5225.53,0.11,34.2,6.6
25,FeI,5242.49,3.63,47.5,6.59
26,FeI,5243.78,4.26,20.4,6.58
27,FeI,5247.05,0.09,27.3,6.62
28,FeI,5250.21,0.12,27.0,6.59
29,FeI,5250.65,2.2,61.8,6.72
30,FeI,5253.46,3.28,33.3,6.48
31,FeI,5293.96,4.14,5.4,6.53
32,FeI,5295.31,4.42,5.9,6.64
33,FeI,5302.3,3.28,75.2,6.41
34,FeI,5322.04,2.28,20.2,6.43
35,FeI,5339.93,3.27,78.8,6.42
36,FeI,5364.87,4.45,66.3,6.38
37,FeI,5365.4,3.57,39.3,6.4
38,FeI,5367.47,4.41,72.6,6.24
39,FeI,5373.71,4.47,22.5,6.55
40,FeI,5379.57,3.69,21.3,6.55
41,FeI,5386.33,4.15,6.0,6.47
42,FeI,5389.48,4.42,39.2,6.51
43,FeI,5397.13,0.92,116.3,6.34
44,FeI,5398.28,4.45,30.2,6.57
45,FeI,5415.2,4.39,82.3,6.17
46,FeI,5417.03,4.42,6.5,6.67
47,FeI,5424.07,4.32,89.9,6.36
48,FeI,5434.52,1.01,105.7,6.41
49,FeI,5445.04,4.39,61.2,6.51
50,FeI,5466.4,4.37,34.3,6.6
51,FeI,5473.9,4.15,35.5,6.58
52,FeI,5494.46,4.08,5.1,6.65
53,FeI,5522.45,4.21,9.7,6.54
54,FeI,5543.94,4.22,21.8,6.57
55,FeI,5546.51,4.37,13.8,6.63
56,FeI,5560.21,4.43,14.4,6.59
57,FeI,5569.62,3.42,78.8,6.34
58,FeI,5576.09,3.43,63.0,6.5
59,FeI,5618.63,4.21,13.3,6.52
