,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,4788.76,3.24,26.4,7.05
1,FeI,4802.88,3.64,21.0,7.0
2,FeI,4808.15,3.25,5.9,7.2
3,FeI,4875.88,3.33,8.8,6.68
4,FeI,4924.77,2.28,46.1,7.06
5,FeI,4946.39,3.37,51.3,7.07
6,FeI,4950.11,3.42,29.1,7.15
7,FeI,4962.57,4.18,15.8,6.94
8,FeI,4969.92,4.22,37.4,7.03
9,FeI,4985.55,2.87,60.8,7.0
10,FeI,4994.13,0.92,59.3,6.99
11,FeI,5044.21,2.85,25.7,6.96
12,FeI,5049.82,2.28,85.4,7.1
13,FeI,5109.65,4.3,35.2,7.31
14,FeI,5127.36,0.92,48.4,7.03
15,FeI,5131.47,2.22,35.1,7.11
16,FeI,5141.74,2.42,35.2,6.87
17,FeI,5194.94,1.56,80.4,7.05
18,FeI,5197.94,4.3,7.7,7.03
19,FeI,5198.71,2.22,49.7,7.01
20,FeI,5215.18,3.27,66.3,6.96
21,FeI,5217.39,3.21,57.6,6.99
22,FeI,5225.53,0.11,14.3,6.98
23,FeI,5228.38,4.22,21.4,7.14
24,FeI,5232.94,2.94,128.1,6.93
25,FeI,5242.49,3.63,48.1,7.04
26,FeI,5243.78,4.26,22.5,7.06
27,FeI,5250.65,2.2,54.7,7.16
28,FeI,5253.46,3.28,28.9,6.92
29,FeI,5293.96,4.14,6.6,7.06
30,FeI,5295.31,4.42,5.4,7.01
31,FeI,5302.3,3.28,75.8,7.01
32,FeI,5339.93,3.27,78.4,7.01
33,FeI,5365.4,3.57,38.3,6.84
34,FeI,5373.71,4.47,25.6,7.02
35,FeI,5379.57,3.69,21.5,7.03
36,FeI,5386.33,4.15,6.5,6.95
37,FeI,5389.48,4.42,44.3,7.01
38,FeI,5398.28,4.45,32.4,7.02
39,FeI,5417.03,4.42,6.7,7.09
40,FeI,5441.34,4.31,5.4,6.95
41,FeI,5466.4,4.37,38.7,7.09
42,FeI,5522.45,4.21,11.3,7.04
43,FeI,5543.94,4.22,22.2,7.0
44,FeI,5546.51,4.37,15.7,7.11
45,FeI,5560.21,4.43,15.9,7.04
46,FeI,5569.62,3.42,80.5,6.96
47,FeI,5576.09,3.43,62.7,7.04
48,FeI,5618.63,4.21,15.2,7.02
49,FeI,5619.6,4.39,7.9,7.16
50,FeI,5633.95,4.99,30.4,7.04
51,FeI,5638.26,4.22,34.7,7.03
52,FeI,5653.87,4.39,8.8,7.15
53,FeI,5662.52,4.18,49.5,7.09
54,FeI,5679.02,4.65,20.4,7.09
55,FeI,5731.76,4.26,19.0,7.1
56,FeI,5775.08,4.22,18.6,7.16
57,FeI,5855.08,4.61,5.0,7.0
58,FeI,5883.82,3.96,20.2,6.94
59,FeI,5905.67,4.65,21.6,6.99
60,FeI,5927.79,4.65,13.2,7.02
61,FeI,5930.18,4.65,48.3,7.1
62,FeI,5934.65,3.93,28.7,6.94
63,FeI,6003.01,3.88,34.9,7.08
64,FeI,6027.05,4.08,26.1,7.03
65,FeI,6065.48,2.61,67.7,7.04
66,FeI,6079.01,4.65,15.1,7.11
67,FeI,6093.64,4.61,6.6,7.05
68,FeI,6096.66,3.98,7.7,7.03
69,FeI,6151.62,2.18,7.9,6.99
70,FeI,6165.36,4.14,12.3,7.04
71,FeI,6173.33,2.22,19.3,7.05
72,FeI,6187.99,3.94,11.1,6.96
73,FeI,6200.31,2.61,23.6,7.03
74,FeI,6219.28,2.2,38.4,7.03
75,FeI,6246.32,3.6,58.2,6.98
76,FeI,6252.56,2.4,68.8,7.14
77,FeI,6265.13,2.18,34.0,7.03
78,FeI,6270.22,2.86,12.8,7.03
79,FeI,6297.79,2.22,26.0,7.05
80,FeI,6315.81,4.08,10.1,7.02
81,FeI,6322.69,2.59,23.5,7.04
82,FeI,6335.33,2.2,49.6,7.0
83,FeI,6336.82,3.69,52.7,6.99
84,FeI,6393.6,2.43,75.8,7.08
85,FeI,6411.65,3.65,65.8,7.01
86,FeI,6430.85,2.18,61.3,7.02
87,FeI,6481.87,2.28,16.2,7.1
88,FeI,6494.98,2.4,89.0,7.07
89,FeI,6593.87,2.43,31.2,7.03
90,FeI,6597.56,4.8,15.2,7.18
91,FeI,6609.11,2.56,21.1,7.17
92,FeI,6750.15,2.42,22.8,7.03
93,FeII,4993.36,2.81,30.4,7.04
94,FeII,5414.07,3.22,21.0,7.04
95,FeII,5425.26,3.2,36.6,7.03
96,FeII,6084.11,3.2,15.2,7.12
97,FeII,6432.68,2.89,34.0,7.02
98,FeII,6456.38,3.9,73.0,7.31
