,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,5326.14,3.57,49.9,8.0
1,FeI,5491.84,4.19,14.3,7.778
2,FeI,5661.348,4.28,34.9,7.994
3,FeI,5778.455,2.59,24.4,7.948
4,FeI,5855.091,4.607,29.1,7.847
5,FeI,6151.617,2.176,48.2,7.798
6,FeI,6180.203,2.73,59.9,7.793
7,FeI,6200.314,2.609,69.1,7.56
8,FeI,6265.131,2.176,83.8,7.58
9,FeI,6271.276,3.33,25.8,7.897
10,FeI,6297.792,2.223,85.4,7.807
11,FeI,6322.69,2.588,73.4,7.558
12,FeI,6581.207,1.48,9.5,7.704
13,FeI,6625.021,1.01,9.3,7.806
14,FeI,6750.15,2.424,72.0,7.6
15,FeI,4950.104,3.417,85.2,7.636
16,FeI,4961.915,3.634,27.3,7.784
17,FeI,4962.565,4.178,68.9,7.803
18,FeI,5288.528,3.695,76.0,7.898
19,FeI,5321.109,4.434,53.7,7.868
20,FeI,5365.396,3.573,99.5,7.852
21,FeI,5379.574,3.695,78.0,7.845
22,FeI,5395.215,4.446,24.6,7.822
23,FeI,5398.277,4.446,83.0,7.604
24,FeI,5401.264,4.32,34.5,7.907
25,FeI,5406.77,4.371,36.1,7.703
26,FeI,5417.039,4.415,49.6,7.912
27,FeI,5441.354,4.312,41.0,7.859
28,FeI,5464.278,4.143,57.4,8.004
29,FeI,5470.092,4.446,39.0,7.942
30,FeI,5522.447,4.209,59.1,7.918
31,FeI,5552.691,4.956,6.5,7.627
32,FeI,5577.031,5.033,14.6,7.822
33,FeI,5608.974,4.209,13.6,7.912
34,FeI,5618.631,4.209,61.3,7.806
35,FeI,5619.587,4.386,43.1,7.844
36,FeI,5638.262,4.22,87.1,7.635
37,FeI,5650.704,5.085,65.7,8.037
38,FeI,5651.47,4.473,28.0,7.978
39,FeI,5652.32,4.26,34.9,7.916
40,FeI,5653.889,4.386,38.0,7.675
41,FeI,5679.025,4.652,65.9,7.659
42,FeI,5731.762,4.256,55.4,7.563
43,FeI,5752.023,4.548,70.2,7.822
44,FeI,5775.08,4.22,73.2,7.807
45,FeI,5793.913,4.22,43.2,7.864
46,FeI,5849.682,3.695,8.3,7.808
47,FeI,5852.217,4.548,54.5,7.881
48,FeI,5856.083,4.294,46.8,7.925
49,FeI,5858.779,4.22,17.0,7.891
50,FeI,5859.578,4.548,96.6,7.828
51,FeI,5861.107,4.283,11.4,7.917
52,FeI,5905.689,4.652,69.2,7.722
53,FeI,5934.653,3.929,73.9,7.504
54,FeI,6003.01,3.882,93.6,7.648
55,FeI,6027.05,4.076,75.1,7.709
56,FeI,6034.033,4.312,12.2,7.977
57,FeI,6093.666,4.607,31.5,7.705
58,FeI,6094.364,4.652,24.0,7.838
59,FeI,6096.662,3.984,38.9,7.748
60,FeI,6105.152,4.548,13.8,7.819
61,FeI,6165.361,4.143,44.1,7.651
62,FeI,6187.987,3.943,41.4,7.577
63,FeI,6226.73,3.883,30.6,7.797
64,FeI,6330.838,4.733,37.8,7.748
65,FeI,6703.568,2.759,36.8,7.825
66,FeI,6710.316,1.485,15.7,7.998
67,FeI,6725.353,4.103,15.8,7.73
68,FeI,6726.661,4.607,50.6,7.695
69,FeI,6732.07,4.584,9.4,7.834
70,FeI,6733.151,4.638,30.9,7.794
71,FeI,6806.847,2.727,35.1,7.85
72,FeI,6810.257,4.607,53.5,7.666
73,FeI,6833.224,4.638,11.2,7.837
74,FeI,6843.648,4.548,58.9,7.529
75,FeI,6857.243,4.076,21.1,7.727
76,FeI,6898.289,4.22,16.7,7.784
77,FeII,5325.553,3.221,84.8,7.908
78,FeII,5425.257,3.199,81.2,7.832
79,FeII,5427.826,6.724,15.3,7.803
80,FeII,5991.376,3.153,63.2,7.787
81,FeII,6084.111,3.199,54.4,7.938
82,FeII,6149.258,3.889,54.6,7.48
