,element,obs_wavelength,obs_ep,obs_ew,abund
72,FeI,5464.278,4.143,41.5,7.541
73,FeI,5517.069,4.209,18.5,7.487
74,FeI,5522.447,4.209,47.3,7.539
75,FeI,5546.5,4.371,54.4,7.494
76,FeI,5549.948,3.695,12.7,7.572
77,FeI,5552.691,4.956,9.3,7.557
78,FeI,5559.638,4.988,9.8,7.525
79,FeI,5568.867,3.635,10.9,7.49
80,FeI,5577.031,5.033,15.0,7.615
81,FeI,5587.573,4.143,39.4,7.525
82,FeI,5595.075,5.064,8.0,7.514
83,FeI,5608.974,4.209,12.5,7.578
84,FeI,5618.631,4.209,53.0,7.51
85,FeI,5619.587,4.386,36.3,7.512
86,FeI,5636.696,3.64,23.4,7.585
87,FeI,5638.262,4.22,82.5,7.527
88,FeI,5650.02,5.099,39.9,7.563
89,FeI,5650.704,5.085,45.0,7.618
90,FeI,5651.47,4.473,23.1,7.629
91,FeI,5652.32,4.26,30.5,7.586
92,FeI,5653.889,4.386,37.6,7.454
93,FeI,5679.025,4.652,62.9,7.525
94,FeI,5680.241,4.186,10.8,7.499
95,FeI,5731.762,4.256,62.8,7.552
96,FeI,5732.275,4.991,18.1,7.625
97,FeI,5752.023,4.548,58.9,7.556
98,FeI,5753.121,4.26,75.4,7.366
99,FeI,5760.345,3.642,28.5,7.647
100,FeI,5775.08,4.22,65.7,7.576
101,FeI,5793.913,4.22,38.7,7.562
102,FeI,5814.805,4.283,28.0,7.609
103,FeI,5827.875,3.283,13.9,7.605
104,FeI,5835.098,4.256,15.9,7.566
105,FeI,5837.7,4.294,10.4,7.526
106,FeI,5845.266,5.033,9.9,7.62
107,FeI,5849.682,3.695,10.2,7.57
108,FeI,5852.217,4.548,45.4,7.567
109,FeI,5853.149,1.485,7.9,7.472
110,FeI,5856.083,4.294,37.8,7.556
111,FeI,5858.779,4.22,15.2,7.549
112,FeI,5859.578,4.548,75.1,7.472
113,FeI,5861.107,4.283,9.7,7.551
114,FeI,5880.029,4.558,17.1,7.657
115,FeI,5881.279,4.607,19.3,7.636
116,FeI,5902.485,4.593,16.4,7.575
117,FeI,5905.689,4.652,63.3,7.556
118,FeI,5916.249,2.453,64.7,7.642
119,FeI,5927.786,4.652,46.6,7.552
120,FeI,5929.667,4.548,43.9,7.549
121,FeI,5934.653,3.929,80.5,7.536
122,FeI,5984.814,4.733,84.2,7.472
123,FeI,5987.066,4.795,70.2,7.457
124,FeI,6003.01,3.882,87.5,7.505
125,FeI,6027.05,4.076,69.0,7.53
126,FeI,6034.033,4.312,10.7,7.628
127,FeI,6093.666,4.607,35.5,7.578
128,FeI,6094.364,4.652,23.0,7.588
129,FeI,6096.662,3.984,42.3,7.568
130,FeI,6105.152,4.548,13.5,7.548
131,FeI,6127.909,4.143,52.1,7.525
132,FeI,6165.361,4.143,49.2,7.547
133,FeI,6187.398,2.832,5.6,7.632
134,FeI,6187.987,3.943,53.2,7.565
135,FeI,6199.507,2.559,5.2,7.518
136,FeI,6213.429,2.223,89.2,7.542
137,FeI,6220.776,3.882,21.4,7.561
138,FeI,6226.73,3.883,35.7,7.625
139,FeI,6229.225,2.845,45.7,7.626
140,FeI,6330.838,4.733,37.7,7.58
141,FeI,6367.111,4.795,2.8,7.486
142,FeI,6392.538,2.279,21.3,7.589
143,FeI,6436.411,4.186,12.3,7.562
144,FeI,6496.469,4.795,68.8,7.58
145,FeI,6591.325,4.593,11.9,7.55
146,FeI,6608.024,2.279,20.6,7.569
147,FeI,6627.54,4.548,30.9,7.544
148,FeI,6646.932,2.608,10.6,7.526
149,FeI,6667.417,2.453,6.0,7.483
150,FeI,6703.568,2.759,42.6,7.579
151,FeI,6710.316,1.485,16.7,7.514
152,FeI,6712.441,4.988,3.6,7.464
153,FeI,6725.353,4.103,20.9,7.589
154,FeI,6726.661,4.607,51.8,7.557
155,FeI,6732.07,4.584,9.4,7.569
156,FeI,6733.151,4.638,29.6,7.547
157,FeI,6745.09,4.58,11.9,7.636
158,FeI,6745.955,4.076,6.6,7.43
159,FeI,6746.953,2.608,5.2,7.587
160,FeI,6783.264,2.559,3.6,7.578
161,FeI,6806.847,2.727,38.4,7.549
162,FeI,6810.257,4.607,55.8,7.565
163,FeI,6828.59,4.638,60.7,7.547
164,FeI,6833.224,4.638,10.0,7.523
165,FeI,6839.831,2.559,34.0,7.556
166,FeI,6843.648,4.548,65.4,7.529
167,FeI,6855.159,4.558,75.8,7.519
168,FeI,6857.243,4.076,26.8,7.588
169,FeI,6861.945,2.424,20.1,7.52
170,FeI,6862.492,4.558,35.5,7.595
171,FeI,6898.289,4.22,21.5,7.641
172,FeI,6916.678,4.154,66.1,7.568
173,FeI,6960.338,4.593,17.4,7.666
174,FeI,6988.523,2.404,39.0,7.57
175,FeI,6999.878,4.103,63.1,7.61
176,FeI,7000.618,4.143,20.1,7.525
177,FeI,7007.963,4.178,34.7,7.622
178,FeI,7022.953,4.191,78.8,7.692
179,FeI,7038.222,4.217,68.8,7.588
180,FeI,7057.95,3.654,4.5,7.615
181,FeI,7069.533,2.559,7.3,7.639
182,FeI,7072.814,4.076,10.1,7.71
183,FeI,7083.395,4.913,24.2,7.51
184,FeI,7086.722,3.602,30.3,7.637
185,FeI,7090.378,4.23,70.8,7.51
186,FeI,7107.46,4.186,27.3,7.576
187,FeI,7132.979,4.076,44.7,7.492
188,FeI,7142.503,4.956,42.9,7.593
189,FeI,7158.474,3.654,18.6,7.646
190,FeII,5234.625,3.221,92.6,7.561
191,FeII,5264.812,3.23,53.9,7.582
192,FeII,5414.073,3.221,34.0,7.582
193,FeII,5525.125,3.267,18.9,7.651
194,FeII,6432.68,2.891,48.5,7.552
195,FeII,6516.08,2.891,69.4,7.69
196,FeII,5325.553,3.221,49.6,7.582
197,FeII,5425.257,3.199,47.4,7.518
198,FeII,5991.376,3.153,38.2,7.566
199,FeII,6084.111,3.199,25.7,7.561
200,FeII,6141.033,3.23,2.5,7.478
201,FeII,6149.258,3.889,42.3,7.533
202,FeII,6239.953,3.889,15.7,7.532
203,FeII,6247.557,3.892,61.5,7.555
204,FeII,6269.967,3.245,7.0,7.446
205,FeII,6446.41,6.222,4.0,7.436
206,FeII,6456.383,3.903,69.0,7.509
