,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,5225.525,0.11,75.8,7.446
1,FeI,5247.049,0.087,67.4,7.433
2,FeI,5250.208,0.121,69.3,7.426
3,FeI,5326.14,3.57,39.9,7.567
4,FeI,5412.798,4.44,21.5,7.546
5,FeI,5491.84,4.19,15.1,7.518
6,FeI,5661.348,4.28,25.3,7.542
7,FeI,5696.102,4.55,17.3,7.634
8,FeI,5701.545,2.56,88.1,7.465
9,FeI,5705.466,4.3,42.3,7.572
10,FeI,5778.455,2.59,25.8,7.579
11,FeI,5784.657,3.34,26.7,7.482
12,FeI,5855.091,4.607,26.2,7.559
13,FeI,5909.97,3.21,38.6,7.567
14,FeI,5956.692,0.859,54.3,7.472
15,FeI,6082.708,2.223,39.0,7.566
16,FeI,6120.244,0.91,7.7,7.681
17,FeI,6136.993,2.198,65.4,7.399
18,FeI,6151.617,2.176,54.2,7.544
19,FeI,6173.341,2.223,71.3,7.515
20,FeI,6180.203,2.73,59.9,7.528
21,FeI,6200.314,2.609,76.6,7.493
22,FeI,6219.279,2.198,93.6,7.498
23,FeI,6232.639,3.65,85.8,7.501
24,FeI,6240.645,2.22,53.3,7.543
25,FeI,6265.131,2.176,91.6,7.545
26,FeI,6271.276,3.33,28.5,7.622
27,FeI,6297.792,2.223,80.5,7.537
28,FeI,6311.5,2.832,32.2,7.601
29,FeI,6322.69,2.588,82.0,7.532
30,FeI,6481.869,2.279,69.3,7.548
31,FeI,6498.937,0.958,49.2,7.524
32,FeI,6518.365,2.83,66.8,7.682
33,FeI,6574.225,0.99,30.5,7.545
34,FeI,6593.871,2.433,88.9,7.513
35,FeI,6609.11,2.559,68.0,7.483
36,FeI,6667.725,4.58,10.5,7.637
37,FeI,6699.162,4.59,9.3,7.541
38,FeI,6750.15,2.424,79.6,7.523
39,FeI,6752.705,4.64,38.8,7.526
40,FeI,6793.252,4.08,16.7,7.631
41,FeI,6804.275,4.58,17.1,7.536
42,FeI,6837.016,4.59,21.6,7.652
43,FeI,6854.838,4.59,13.6,7.522
44,FeI,6945.203,2.424,85.0,7.493
45,FeI,6971.933,3.02,12.6,7.414
46,FeI,6978.85,2.484,81.7,7.492
47,FeI,7112.168,2.99,40.9,7.649
48,FeI,5197.929,4.301,39.6,7.555
49,FeI,5206.801,4.283,8.8,7.601
50,FeI,5223.187,3.635,33.2,7.572
51,FeI,5242.491,3.634,89.9,7.487
52,FeI,5253.023,2.279,21.8,7.557
53,FeI,5279.654,3.301,4.2,7.456
54,FeI,5285.118,4.434,33.3,7.569
55,FeI,5288.528,3.695,60.1,7.493
56,FeI,5300.412,4.593,5.5,7.506
57,FeI,5308.707,4.256,7.1,7.433
58,FeI,5320.039,3.642,23.5,7.597
59,FeI,5321.109,4.434,44.5,7.542
60,FeI,5365.396,3.573,81.1,7.506
61,FeI,5376.826,4.294,16.9,7.529
62,FeI,5379.574,3.695,64.0,7.492
63,FeI,5385.579,3.695,7.3,7.553
64,FeI,5389.479,4.415,82.3,7.391
65,FeI,5395.215,4.446,23.1,7.552
66,FeI,5398.277,4.446,76.1,7.475
67,FeI,5417.039,4.415,39.8,7.566
68,FeI,5436.297,4.386,43.1,7.51
69,FeI,5436.587,2.279,47.2,7.539
70,FeI,5441.354,4.312,37.9,7.588
71,FeI,5443.409,4.103,4.6,7.467
