,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,5600.226,4.26,44.0,7.61
1,FeI,5661.348,4.28,25.5,7.57
2,FeI,5696.102,4.55,15.9,7.6
3,FeI,5701.545,2.56,87.1,7.55
4,FeI,5705.466,4.3,39.7,7.55
5,FeI,5778.455,2.59,23.8,7.55
6,FeI,5784.657,3.34,28.6,7.55
7,FeI,5855.091,4.607,23.5,7.51
8,FeI,5909.97,3.21,35.6,7.54
9,FeI,5956.692,0.859,52.4,7.5
10,FeI,6082.708,2.223,36.8,7.56
11,FeI,6120.244,0.91,5.0,7.49
12,FeI,6136.993,2.198,65.6,7.49
13,FeI,6151.617,2.176,51.5,7.55
14,FeI,6173.341,2.223,69.6,7.57
15,FeI,6180.203,2.73,57.8,7.55
16,FeI,6200.314,2.609,73.8,7.53
17,FeI,6219.279,2.198,89.1,7.52
18,FeI,6232.639,3.65,85.7,7.57
19,FeI,6240.645,2.22,50.4,7.54
20,FeI,6265.131,2.176,86.9,7.56
21,FeI,6271.276,3.33,24.6,7.55
22,FeI,6297.792,2.223,74.8,7.52
23,FeI,6311.5,2.832,28.5,7.54
24,FeI,6322.69,2.588,77.3,7.54
25,FeI,6481.869,2.279,69.7,7.64
26,FeI,6498.937,0.958,45.5,7.5
27,FeI,6518.365,2.83,57.3,7.56
28,FeI,6574.225,0.99,29.1,7.54
29,FeI,6581.207,1.48,21.6,7.62
30,FeI,6593.871,2.433,85.6,7.55
31,FeI,6609.11,2.559,66.9,7.55
32,FeI,6625.021,1.01,16.2,7.53
33,FeI,6667.725,4.58,9.8,7.61
34,FeI,6699.162,4.59,9.2,7.54
35,FeI,6750.15,2.424,74.3,7.51
36,FeI,6752.705,4.64,37.2,7.52
37,FeI,5546.5,4.371,51.7,7.5
38,FeI,5549.948,3.695,9.9,7.45
39,FeI,5552.691,4.956,9.6,7.58
40,FeI,5568.072,4.154,4.2,7.61
41,FeI,5577.031,5.033,12.3,7.52
42,FeI,5587.573,4.143,34.9,7.46
43,FeI,5595.075,5.064,7.4,7.48
44,FeI,5608.974,4.209,10.6,7.5
45,FeI,5618.631,4.209,52.0,7.54
46,FeI,5619.587,4.386,34.2,7.5
47,FeI,5636.696,3.64,21.5,7.55
48,FeI,5638.262,4.22,78.3,7.52
49,FeI,5650.02,5.099,37.7,7.54
50,FeI,5650.704,5.085,40.4,7.56
51,FeI,5651.47,4.473,21.8,7.61
52,FeI,5652.32,4.26,27.8,7.55
53,FeI,5653.889,4.386,38.7,7.51
54,FeI,5679.025,4.652,61.0,7.55
55,FeI,5680.241,4.186,10.4,7.49
56,FeI,5731.762,4.256,59.4,7.55
57,FeI,5732.275,4.991,16.3,7.58
58,FeI,5752.023,4.548,56.2,7.56
59,FeI,5753.121,4.26,77.7,7.49
60,FeI,5760.345,3.642,23.2,7.54
61,FeI,5775.08,4.22,61.7,7.56
62,FeI,5793.913,4.22,36.8,7.55
63,FeI,5814.805,4.283,25.0,7.56
64,FeI,5827.875,3.283,13.5,7.6
65,FeI,5835.098,4.256,15.0,7.55
66,FeI,5837.7,4.294,10.3,7.53
67,FeI,5845.266,5.033,7.2,7.47
68,FeI,5849.682,3.695,8.8,7.51
69,FeI,5852.217,4.548,43.5,7.57
70,FeI,5853.149,1.485,8.8,7.53
71,FeI,5856.083,4.294,35.3,7.53
72,FeI,5858.779,4.22,16.4,7.6
73,FeI,5859.578,4.548,73.4,7.5
74,FeI,5861.107,4.283,8.2,7.48
75,FeI,5881.279,4.607,18.8,7.64
76,FeI,5902.485,4.593,14.3,7.51
77,FeI,5905.689,4.652,57.1,7.49
78,FeI,5929.667,4.548,43.1,7.57
79,FeI,5934.653,3.929,75.4,7.51
80,FeI,5969.559,4.283,4.2,7.56
81,FeI,5984.814,4.733,81.4,7.48
82,FeI,5987.066,4.795,74.9,7.61
83,FeI,6003.01,3.882,85.1,7.54
84,FeI,6027.05,4.076,65.3,7.53
85,FeI,6034.033,4.312,9.8,7.59
86,FeI,6093.666,4.607,32.2,7.53
87,FeI,6094.364,4.652,19.6,7.51
88,FeI,6096.662,3.984,39.3,7.54
89,FeI,6105.152,4.548,13.5,7.56
90,FeI,6127.909,4.143,48.9,7.51
