,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,5225.525,0.11,95.6,7.72
1,FeI,5247.049,0.087,86.1,7.656
2,FeI,5250.208,0.121,90.6,7.72
3,FeI,5326.14,3.57,57.0,7.83
4,FeI,5412.798,4.44,34.5,7.778
5,FeI,5491.84,4.19,28.8,7.81
6,FeI,5661.348,4.28,40.9,7.804
7,FeI,5696.102,4.55,24.2,7.748
8,FeI,5705.466,4.3,58.1,7.82
9,FeI,5778.455,2.59,42.7,7.802
10,FeI,5784.657,3.34,46.2,7.782
11,FeI,5855.091,4.607,40.0,7.789
12,FeI,5909.97,3.21,60.4,7.891
13,FeI,5956.692,0.859,79.1,7.783
14,FeI,6082.708,2.223,60.2,7.838
15,FeI,6120.244,0.91,14.5,7.794
16,FeI,6136.993,2.198,84.1,7.641
17,FeI,6151.617,2.176,73.1,7.775
18,FeI,6173.341,2.223,90.1,7.763
19,FeI,6180.203,2.73,79.2,7.8
20,FeI,6200.314,2.609,96.1,7.781
21,FeI,6240.645,2.22,73.4,7.806
22,FeI,6271.276,3.33,44.8,7.845
23,FeI,6297.792,2.223,97.2,7.739
24,FeI,6311.5,2.832,49.1,7.808
25,FeI,6353.835,0.915,4.5,7.784
26,FeI,6498.937,0.958,73.1,7.784
27,FeI,6518.365,2.83,81.0,7.847
28,FeI,6574.225,0.99,54.3,7.804
29,FeI,6581.207,1.48,46.4,7.942
30,FeI,6609.11,2.559,95.5,7.91
31,FeI,6625.021,1.01,38.1,7.84
32,FeI,6667.725,4.58,19.1,7.869
33,FeI,6699.162,4.59,17.4,7.781
34,FeI,6739.52,1.557,28.9,7.701
35,FeI,6752.705,4.64,56.0,7.795
36,FeI,6793.252,4.08,25.8,7.787
37,FeI,6804.275,4.58,26.4,7.71
38,FeI,6837.016,4.59,33.1,7.848
39,FeI,6854.838,4.59,24.7,7.776
40,FeI,5197.929,4.301,55.1,7.804
41,FeI,5206.801,4.283,13.5,7.726
42,FeI,5223.187,3.635,49.0,7.808
43,FeI,5253.023,2.279,36.2,7.745
44,FeI,5279.654,3.301,10.3,7.764
45,FeI,5285.118,4.434,43.5,7.71
46,FeI,5288.528,3.695,74.5,7.741
47,FeI,5300.412,4.593,9.8,7.701
48,FeI,5301.327,4.386,4.8,7.626
49,FeI,5320.039,3.642,36.3,7.787
50,FeI,5321.109,4.434,61.4,7.833
51,FeI,5365.396,3.573,91.2,7.677
52,FeI,5376.826,4.294,26.8,7.716
53,FeI,5379.574,3.695,82.4,7.839
54,FeI,5385.579,3.695,13.5,7.751
55,FeI,5389.479,4.415,98.0,7.673
56,FeI,5395.215,4.446,34.7,7.732
57,FeI,5398.277,4.446,87.0,7.659
58,FeI,5401.264,4.32,43.1,7.784
59,FeI,5406.77,4.371,54.7,7.789
60,FeI,5409.133,4.371,77.4,7.823
61,FeI,5417.039,4.415,55.8,7.822
62,FeI,5436.297,4.386,60.6,7.807
63,FeI,5436.587,2.279,69.6,7.868
64,FeI,5441.354,4.312,52.4,7.811
65,FeI,5443.409,4.103,9.1,7.695
66,FeI,5464.278,4.143,58.5,7.821
67,FeI,5470.092,4.446,45.1,7.801
68,FeI,5473.164,4.191,36.9,7.793
69,FeI,5473.9,4.154,98.1,7.713
70,FeI,5517.069,4.209,35.7,7.815
71,FeI,5522.447,4.209,62.8,7.792
72,FeI,5546.5,4.371,68.6,7.734
73,FeI,5549.948,3.695,22.8,7.789
74,FeI,5552.691,4.956,16.1,7.767
75,FeI,5559.638,4.988,19.2,7.811
76,FeI,5568.072,4.154,6.2,7.692
77,FeI,5568.867,3.635,16.8,7.607
78,FeI,5577.031,5.033,21.8,7.755
79,FeI,5587.573,4.143,54.5,7.753
80,FeI,5595.075,5.064,12.5,7.665
81,FeI,5608.974,4.209,22.2,7.803
82,FeI,5618.631,4.209,66.7,7.729
83,FeI,5619.587,4.386,53.8,7.797
84,FeI,5636.696,3.64,35.7,7.764
85,FeI,5638.262,4.22,97.1,7.773
86,FeI,5650.02,5.099,53.2,7.755
87,FeI,5650.704,5.085,58.9,7.84
88,FeI,5651.47,4.473,33.1,7.786
89,FeI,5652.32,4.26,45.2,7.816
90,FeI,5653.889,4.386,53.4,7.695
91,FeI,5672.267,4.584,3.8,7.828
92,FeI,5679.025,4.652,76.7,7.77
93,FeI,5680.241,4.186,23.5,7.832
94,FeI,5731.762,4.256,77.5,7.796
