,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,5225.525,0.11,111.1,6.99
1,FeI,5247.049,0.087,94.4,6.78
2,FeI,5250.208,0.121,104.4,6.96
3,FeI,5326.14,3.57,37.8,6.89
4,FeI,5412.798,4.44,15.1,6.87
5,FeI,5491.84,4.19,10.0,6.79
6,FeI,5661.348,4.28,20.7,6.91
7,FeI,5696.102,4.55,10.6,6.92
8,FeI,5701.545,2.56,95.2,6.78
9,FeI,5705.466,4.3,34.0,6.89
10,FeI,5778.455,2.59,29.1,6.89
11,FeI,5784.657,3.34,25.5,6.8
12,FeI,5855.091,4.607,16.2,6.82
13,FeI,5909.97,3.21,47.8,7.06
14,FeI,5956.692,0.859,81.5,6.91
15,FeI,6082.708,2.223,49.6,6.93
16,FeI,6120.244,0.91,11.3,6.86
17,FeI,6136.993,2.198,80.4,6.81
18,FeI,6151.617,2.176,65.3,6.88
19,FeI,6173.341,2.223,85.2,6.91
20,FeI,6180.203,2.73,65.9,6.86
21,FeI,6200.314,2.609,87.2,6.88
22,FeI,6219.279,2.198,107.8,6.89
23,FeI,6232.639,3.65,83.0,6.84
24,FeI,6240.645,2.22,62.9,6.86
25,FeI,6265.131,2.176,105.8,6.93
26,FeI,6271.276,3.33,25.0,6.89
27,FeI,6280.616,0.859,96.8,6.99
28,FeI,6297.792,2.223,94.7,6.93
29,FeI,6311.5,2.832,37.5,6.97
30,FeI,6322.69,2.588,88.9,6.84
31,FeI,6353.835,0.915,4.3,6.6
32,FeI,6574.225,0.99,59.6,7.04
33,FeI,6581.207,1.48,35.9,6.97
34,FeI,6593.871,2.433,103.3,6.95
35,FeI,6609.11,2.559,81.0,6.91
36,FeI,6625.021,1.01,35.1,6.96
37,FeI,6667.725,4.58,8.7,7.09
38,FeI,6699.162,4.59,7.0,6.95
39,FeI,6739.52,1.557,21.0,6.77
40,FeI,6750.15,2.424,93.1,6.94
41,FeI,6752.705,4.64,28.9,6.86
42,FeI,6793.252,4.08,11.3,6.89
43,FeI,6804.001,4.65,20.2,6.99
44,FeI,6804.275,4.58,12.0,6.89
45,FeI,6837.016,4.59,15.6,7.01
46,FeI,6854.838,4.59,9.0,6.86
47,FeI,6945.203,2.424,103.1,7.0
48,FeI,6971.933,3.02,21.8,7.01
49,FeI,6978.85,2.484,87.6,6.76
50,FeI,7189.151,3.07,38.3,6.72
51,FeI,7401.688,4.19,44.0,6.99
52,FeII,5234.625,3.221,95.1,6.86
53,FeII,5264.812,3.23,54.8,6.83
54,FeII,5414.073,3.221,34.5,6.84
55,FeII,5525.125,3.267,18.7,6.93
56,FeII,7222.394,3.889,25.3,6.91
57,FeII,7224.487,3.889,25.2,6.92
58,FeI,5197.929,4.301,30.4,6.85
59,FeI,5206.801,4.283,4.2,6.76
60,FeI,5223.187,3.635,29.8,6.88
61,FeI,5242.491,3.634,92.4,6.89
62,FeI,5253.023,2.279,26.7,6.87
63,FeI,5285.118,4.434,22.7,6.83
64,FeI,5288.528,3.695,61.1,6.87
65,FeI,5300.412,4.593,6.4,7.12
66,FeI,5301.327,4.386,2.4,6.92
67,FeI,5308.707,4.256,4.1,6.68
68,FeI,5320.039,3.642,21.5,6.94
69,FeI,5321.109,4.434,35.9,6.86
70,FeI,5365.396,3.573,85.3,6.93
71,FeI,5376.826,4.294,12.0,6.85
72,FeI,5379.574,3.695,66.2,6.89
73,FeI,5385.579,3.695,4.1,6.7
74,FeI,5389.479,4.415,76.4,6.75
75,FeI,5395.215,4.446,17.3,6.9
76,FeI,5398.277,4.446,67.0,6.78
77,FeI,5401.264,4.32,23.1,6.91
78,FeI,5406.77,4.371,31.9,6.9
79,FeI,5409.133,4.371,53.7,6.88
80,FeI,5417.039,4.415,29.4,6.85
81,FeI,5436.297,4.386,31.1,6.75
82,FeI,5436.587,2.279,60.8,6.96
83,FeI,5441.354,4.312,26.6,6.83
84,FeI,5464.278,4.143,37.8,6.92
